Design,Cost,Utility to Science,Failed Downtime,Servicing Margin
6809,4.62E+10,2.32E+09,0.26704,1.10E+05
6810,4.30E+10,2.81E+09,0.26911,1.52E+05
6811,1.67E+10,2.99E+09,0.2908,1.51E+06
6812,5.87E+10,2.29E+05,0.14591,0
6813,5.15E+10,1.45E+07,0.17255,56082
6814,4.77E+10,44299,0.17553,93618
6815,2.08E+10,2.34E+06,0.23266,9.69E+05
6816,5.08E+10,48281,0.17433,62454
6817,4.68E+10,9.03E+05,0.1676,1.04E+05
6818,2.12E+10,2.68E+07,0.17727,9.47E+05
6819,6.01E+10,6.48E+06,0.14935,0
6820,5.49E+10,3.87E+06,0.18704,27662
6821,3.78E+10,61985,0.15569,1.82E+05
6822,1.84E+10,1.30E+06,0.18467,9.58E+05
6823,5.46E+10,58130,0.13339,29555
6824,3.70E+10,57470,0.1417,1.96E+05
6825,1.68E+10,56029,0.16034,1.16E+06
6826,5.87E+10,1.09E+06,0.18538,0
6827,5.17E+10,48410,0.17962,54588
6828,4.74E+10,47120,0.21038,96785
6829,2.15E+10,2.90E+07,0.17864,9.08E+05
6830,5.06E+10,4.20E+06,0.16894,64734
6831,4.66E+10,48066,0.17297,1.07E+05
6832,2.08E+10,43787,0.18389,9.78E+05
6833,3.37E+10,1.09E+09,0.42428,0
6834,3.00E+10,1.04E+09,0.45106,54116
6835,2.87E+10,1.18E+09,0.46856,76461
6836,1.59E+10,1.06E+09,0.46091,6.71E+05
6837,2.74E+10,1.27E+09,0.38096,1.01E+05
6838,2.63E+10,9.23E+08,0.41168,1.29E+05
6839,1.40E+10,1.31E+09,0.51351,9.27E+05
6840,3.37E+10,1.06E+09,0.32947,0
6841,2.80E+10,3.83E+08,0.37447,90089
6842,2.69E+10,3.40E+08,0.33173,1.14E+05
6843,1.45E+10,3.65E+08,0.43066,8.31E+05
6844,2.72E+10,5.20E+08,0.43572,1.06E+05
6845,2.61E+10,5.93E+08,0.37519,1.34E+05
6846,1.34E+10,4.88E+08,0.39408,1.03E+06
6847,3.45E+10,1.48E+09,0.37928,0
6848,3.04E+10,6.09E+08,0.3524,43998
6849,2.15E+10,6.21E+08,0.35697,2.14E+05
6850,1.28E+10,6.71E+08,0.36352,8.82E+05
6851,3.00E+10,9.62E+08,0.32736,49163
6852,2.18E+10,8.42E+08,0.35986,2.08E+05
6853,1.09E+10,5.84E+08,0.41934,1.36E+06
6854,3.37E+10,9.45E+08,0.37817,0
6855,2.82E+10,7.87E+08,0.30317,85585
6856,2.65E+10,3.91E+08,0.31981,1.23E+05
6857,1.31E+10,6.09E+08,0.41736,1.06E+06
6858,2.71E+10,2.70E+08,0.33019,1.07E+05
6859,2.57E+10,6.06E+08,0.3537,1.42E+05
6860,1.31E+10,2.87E+08,0.34532,1.09E+06
6861,1.71E+10,1.89E+08,0.70826,0
6862,1.58E+10,1.58E+08,0.6735,41089
6863,1.57E+10,1.45E+08,0.63835,48320
6864,1.19E+10,1.27E+08,0.76027,3.16E+05
6865,1.53E+10,1.41E+08,0.68277,60747
6866,1.53E+10,1.53E+08,0.71834,61403
6867,1.19E+10,1.14E+08,0.72084,3.22E+05
6868,1.71E+10,1.83E+08,0.62793,0
6869,1.58E+10,1.53E+07,0.68452,40983
6870,1.58E+10,9.21E+07,0.67447,43952
6871,1.23E+10,7.05E+07,0.70797,2.77E+05
6872,1.50E+10,5.47E+07,0.68553,73343
6873,1.49E+10,1.34E+07,0.66041,82249
6874,1.11E+10,8.10E+07,0.67542,4.27E+05
6875,1.75E+10,1.13E+08,0.63201,0
6876,1.66E+10,6.12E+07,0.62518,19740
6877,1.42E+10,1.13E+08,0.59979,98145
6878,1.03E+10,1.26E+08,0.69676,4.48E+05
6879,1.61E+10,1.84E+08,0.6547,32726
6880,1.33E+10,6.43E+07,0.66205,1.39E+05
6881,9.77E+09,6.17E+07,0.69286,5.62E+05
6882,1.71E+10,9.61E+07,0.66822,0
6883,1.58E+10,6.60E+07,0.66298,40824
6884,1.57E+10,2.58E+08,0.6224,47607
6885,1.25E+10,2.39E+07,0.65101,2.49E+05
6886,1.50E+10,7.24E+07,0.63,72266
6887,1.48E+10,1.06E+08,0.66192,86044
6888,1.12E+10,7.60E+07,0.69273,4.08E+05
6889,5.88E+10,4.44E+09,0.25839,0
6890,4.81E+10,2.82E+09,0.30339,89123
6891,4.44E+10,2.91E+09,0.25723,1.32E+05
6892,1.79E+10,2.42E+09,0.30462,1.31E+06
6893,4.62E+10,2.40E+09,0.27214,1.10E+05
6894,4.25E+10,2.64E+09,0.25271,1.59E+05
6895,1.54E+10,2.42E+09,0.32901,1.79E+06
6896,5.88E+10,8.39E+07,0.18822,0
6897,5.18E+10,44092,0.17313,53776
6898,4.72E+10,1.44E+06,0.17952,99907
6899,1.95E+10,2.09E+07,0.19748,1.10E+06
6900,5.10E+10,41797,0.19327,60967
6901,4.72E+10,1.51E+06,0.17827,1.01E+05
6902,1.99E+10,2.02E+07,0.19052,1.07E+06
6903,6.01E+10,50422,0.17757,0
6904,5.50E+10,1.68E+06,0.18872,27465
6905,3.70E+10,7.40E+07,0.20199,1.94E+05
6906,1.62E+10,5.39E+07,0.16452,1.23E+06
6907,5.46E+10,6.34E+06,0.193,29884
6908,3.66E+10,7.83E+05,0.17031,2.02E+05
6909,1.56E+10,7.19E+05,0.20565,1.34E+06
6910,5.88E+10,7.09E+06,0.19423,0
6911,5.18E+10,42292,0.20106,54204
6912,4.77E+10,7.15E+07,0.16139,93524
6913,2.14E+10,4.75E+07,0.18753,9.15E+05
6914,5.09E+10,1.54E+08,0.18692,62384
6915,4.67E+10,93261,0.17582,1.06E+05
6916,2.15E+10,5.15E+05,0.18095,9.22E+05
6917,3.38E+10,1.73E+09,0.3813,0
6918,3.01E+10,1.21E+09,0.46341,52555
6919,2.89E+10,1.14E+09,0.49558,74805
6920,1.58E+10,1.11E+09,0.50847,6.80E+05
6921,2.76E+10,1.11E+09,0.45577,98827
6922,2.62E+10,1.40E+09,0.42947,1.30E+05
6923,1.28E+10,9.81E+08,0.53873,1.16E+06
6924,3.38E+10,7.86E+08,0.37947,0
6925,2.80E+10,5.00E+08,0.33091,89434
6926,2.69E+10,2.93E+08,0.37154,1.13E+05
6927,1.47E+10,4.12E+08,0.38744,8.04E+05
6928,2.73E+10,5.51E+08,0.38317,1.05E+05
6929,2.58E+10,6.17E+08,0.30841,1.40E+05
6930,1.28E+10,4.80E+08,0.38507,1.15E+06
6931,3.46E+10,9.11E+08,0.38942,0
6932,3.04E+10,6.81E+08,0.37332,43681
6933,2.18E+10,6.97E+08,0.38889,2.05E+05
6934,1.23E+10,6.45E+08,0.31685,9.75E+05
6935,2.99E+10,9.43E+08,0.32529,49808
6936,2.13E+10,1.04E+09,0.32942,2.21E+05
6937,1.18E+10,5.99E+08,0.43114,1.13E+06
6938,3.38E+10,1.57E+09,0.38,0
6939,2.82E+10,3.53E+08,0.37933,86329
6940,2.66E+10,4.26E+08,0.37591,1.21E+05
6941,1.51E+10,6.92E+08,0.37092,7.64E+05
6942,2.73E+10,4.72E+08,0.38861,1.04E+05
6943,2.58E+10,6.02E+08,0.33928,1.42E+05
6944,1.31E+10,3.42E+08,0.40357,1.10E+06
6945,1.71E+10,1.79E+08,0.66696,0
6946,1.59E+10,1.21E+08,0.70234,40788
6947,1.56E+10,8.49E+07,0.68277,51244
6948,1.26E+10,1.59E+08,0.72177,2.51E+05
6949,1.53E+10,1.27E+08,0.7185,60242
6950,1.52E+10,7.42E+07,0.75146,66237
6951,1.21E+10,1.20E+08,0.70964,3.04E+05
6952,1.71E+10,2.41E+07,0.67385,0
6953,1.59E+10,1.30E+08,0.67375,40682
6954,1.56E+10,9.32E+07,0.71135,51770
6955,1.27E+10,8.21E+07,0.70427,2.35E+05
6956,1.50E+10,8.07E+07,0.68606,73511
6957,1.49E+10,7.14E+07,0.63865,81895
6958,1.09E+10,6.08E+07,0.67292,4.56E+05
6959,1.75E+10,3.60E+07,0.64479,0
6960,1.66E+10,8.13E+07,0.66753,19589
6961,1.39E+10,1.60E+08,0.60316,1.12E+05
6962,1.03E+10,5.33E+07,0.68617,4.50E+05
6963,1.61E+10,2.43E+07,0.69494,32801
6964,1.33E+10,6.63E+07,0.66703,1.40E+05
6965,9.76E+09,1.03E+08,0.71373,5.67E+05
6966,1.71E+10,1.03E+08,0.68779,0
6967,1.59E+10,5.45E+07,0.66644,40524
6968,1.57E+10,5.78E+07,0.63962,48846
6969,1.11E+10,9.74E+07,0.64501,4.18E+05
6970,1.50E+10,4.51E+07,0.5987,75519
6971,1.50E+10,2.19E+08,0.62488,79058
6972,1.15E+10,9.54E+07,0.65618,3.76E+05
6973,5.82E+10,4.17E+09,0.25166,0
6974,4.76E+10,2.36E+09,0.33795,87779
6975,4.36E+10,2.89E+09,0.25286,1.35E+05
6976,1.84E+10,2.97E+09,0.25253,1.18E+06
6977,4.59E+10,2.41E+09,0.26728,1.07E+05
6978,4.28E+10,2.64E+09,0.27348,1.47E+05
6979,1.72E+10,2.54E+09,0.25808,1.37E+06
6980,5.82E+10,3.69E+06,0.17885,0
6981,5.10E+10,1.30E+07,0.15837,55006
6982,4.74E+10,44308,0.17226,90340
6983,1.95E+10,4.10E+07,0.16177,1.05E+06
6984,5.03E+10,5.52E+05,0.14779,61416
6985,4.66E+10,1.47E+07,0.15043,99954
6986,2.07E+10,44567,0.17708,9.57E+05
6987,5.95E+10,43342,0.17137,0
6988,5.44E+10,3.89E+07,0.1544,27138
6989,3.73E+10,62629,0.16363,1.81E+05
6990,1.70E+10,7.61E+05,0.20316,1.08E+06
6991,5.40E+10,3.05E+05,0.13906,29614
6992,3.67E+10,4.57E+06,0.13983,1.92E+05
6993,1.67E+10,3.74E+07,0.16943,1.13E+06
6994,5.82E+10,44301,0.17159,0
6995,5.12E+10,9.08E+06,0.17005,53550
6996,4.71E+10,47700,0.20577,93748
6997,2.08E+10,1.89E+05,0.18753,9.34E+05
6998,5.03E+10,1.04E+06,0.12981,61658
6999,4.65E+10,4.73E+05,0.18841,1.02E+05
7000,2.09E+10,2.57E+07,0.19497,9.32E+05
7001,3.34E+10,1.13E+09,0.38077,0
7002,2.98E+10,1.45E+09,0.39313,51311
7003,2.83E+10,1.09E+09,0.45351,77869
7004,1.72E+10,1.17E+09,0.50639,5.25E+05
7005,2.73E+10,1.16E+09,0.41558,96780
7006,2.60E+10,1.44E+09,0.39394,1.27E+05
7007,1.42E+10,1.02E+09,0.47983,8.57E+05
7008,3.34E+10,7.90E+08,0.36351,0
7009,2.79E+10,1.96E+08,0.36188,85988
7010,2.64E+10,6.06E+08,0.35125,1.17E+05
7011,1.27E+10,3.69E+08,0.39872,1.11E+06
7012,2.71E+10,3.82E+08,0.39082,1.02E+05
7013,2.55E+10,5.42E+08,0.37125,1.38E+05
7014,1.09E+10,4.52E+08,0.42642,1.66E+06
7015,3.42E+10,1.11E+09,0.4274,0
7016,3.02E+10,6.41E+08,0.32543,41414
7017,2.14E+10,6.74E+08,0.32101,2.06E+05
7018,1.26E+10,4.81E+08,0.35567,8.82E+05
7019,2.97E+10,7.49E+08,0.3437,47944
7020,2.12E+10,5.56E+08,0.38063,2.16E+05
7021,1.25E+10,6.23E+08,0.41868,9.19E+05
7022,3.34E+10,7.49E+08,0.37851,0
7023,2.79E+10,5.05E+08,0.36543,85653
7024,2.66E+10,6.63E+08,0.3449,1.13E+05
7025,1.33E+10,7.31E+08,0.34862,9.95E+05
7026,2.70E+10,6.85E+08,0.34423,1.02E+05
7027,2.59E+10,3.65E+08,0.36966,1.30E+05
7028,1.40E+10,3.24E+08,0.42601,8.96E+05
7029,1.69E+10,1.56E+08,0.72128,0
7030,1.57E+10,1.25E+08,0.70845,39789
7031,1.55E+10,1.87E+08,0.68681,48048
7032,1.17E+10,1.47E+08,0.75378,3.20E+05
7033,1.52E+10,9.34E+07,0.72936,60119
7034,1.51E+10,2.00E+08,0.62068,63882
7035,1.16E+10,1.45E+08,0.71348,3.42E+05
7036,1.69E+10,4.33E+07,0.65668,0
7037,1.57E+10,1.55E+08,0.62365,39686
7038,1.56E+10,2.15E+07,0.70769,42936
7039,1.17E+10,1.62E+08,0.6324,3.15E+05
7040,1.49E+10,1.12E+08,0.65827,70911
7041,1.49E+10,3.66E+07,0.69652,72254
7042,1.12E+10,3.14E+07,0.7184,3.87E+05
7043,1.73E+10,1.00E+08,0.64989,0
7044,1.65E+10,3.32E+08,0.64975,19099
7045,1.41E+10,4.33E+07,0.65701,94239
7046,9.75E+09,3.98E+07,0.70595,5.18E+05
7047,1.59E+10,4.82E+07,0.72263,32670
7048,1.32E+10,8.30E+07,0.63694,1.37E+05
7049,9.21E+09,9.52E+07,0.69377,6.65E+05
7050,1.69E+10,8.97E+07,0.66601,0
7051,1.57E+10,2.69E+07,0.67563,39532
7052,1.55E+10,8.44E+07,0.68587,47589
7053,1.26E+10,4.83E+07,0.67921,2.27E+05
7054,1.49E+10,5.96E+07,0.71635,70614
7055,1.47E+10,2.30E+08,0.62206,84497
7056,1.08E+10,7.68E+07,0.69009,4.48E+05
7057,5.66E+10,3.90E+09,0.30536,0
7058,4.60E+10,2.83E+09,0.32454,89207
7059,4.16E+10,2.95E+09,0.29261,1.40E+05
7060,1.62E+10,2.26E+09,0.35244,1.32E+06
7061,4.39E+10,3.02E+09,0.28002,1.13E+05
7062,4.00E+10,2.47E+09,0.34375,1.63E+05
7063,1.44E+10,2.12E+09,0.36185,1.69E+06
7064,5.66E+10,8.14E+06,0.19062,0
7065,4.94E+10,5.33E+05,0.18644,55924
7066,4.40E+10,1.02E+06,0.1615,1.09E+05
7067,1.95E+10,5.40E+06,0.15861,9.26E+05
7068,4.82E+10,4.53E+07,0.20791,67026
7069,4.39E+10,52500,0.18698,1.12E+05
7070,1.84E+10,3.87E+06,0.18798,1.05E+06
7071,5.80E+10,67639,0.19507,0
7072,5.23E+10,8.97E+07,0.17282,31199
7073,3.58E+10,58189,0.20859,1.82E+05
7074,1.56E+10,5.28E+06,0.20375,1.10E+06
7075,5.20E+10,50912,0.20986,32331
7076,3.45E+10,54394,0.17651,2.02E+05
7077,1.50E+10,8.59E+07,0.20726,1.22E+06
7078,5.66E+10,44453,0.17462,0
7079,4.91E+10,1.48E+06,0.23192,58845
7080,4.40E+10,1.48E+08,0.14941,1.10E+05
7081,1.86E+10,4.90E+05,0.20656,1.02E+06
7082,4.81E+10,5.00E+07,0.24992,67920
7083,4.37E+10,44127,0.17569,1.14E+05
7084,1.85E+10,41292,0.20991,1.03E+06
7085,3.25E+10,1.06E+09,0.47389,0
7086,2.87E+10,1.30E+09,0.53288,54945
7087,2.69E+10,1.02E+09,0.50761,87386
7088,1.48E+10,9.08E+08,0.51655,6.54E+05
7089,2.60E+10,1.18E+09,0.53904,1.05E+05
7090,2.46E+10,1.11E+09,0.47121,1.38E+05
7091,1.28E+10,1.09E+09,0.51489,9.43E+05
7092,3.25E+10,6.58E+08,0.41538,0
7093,2.70E+10,6.14E+08,0.35654,87138
7094,2.49E+10,6.19E+08,0.44108,1.30E+05
7095,1.21E+10,5.75E+08,0.40775,1.05E+06
7096,2.57E+10,4.70E+08,0.43337,1.11E+05
7097,2.40E+10,3.65E+08,0.4247,1.52E+05
7098,1.16E+10,3.50E+08,0.43259,1.19E+06
7099,3.33E+10,1.42E+09,0.36433,0
7100,2.92E+10,8.80E+08,0.34255,44059
7101,2.05E+10,3.88E+08,0.41467,2.07E+05
7102,1.14E+10,4.31E+08,0.42085,9.61E+05
7103,2.85E+10,4.01E+08,0.36798,52324
7104,1.97E+10,5.89E+08,0.39565,2.33E+05
7105,1.02E+10,2.80E+08,0.40807,1.31E+06
7106,3.25E+10,1.05E+09,0.40216,0
7107,2.68E+10,3.34E+08,0.41981,89501
7108,2.48E+10,3.37E+08,0.44313,1.32E+05
7109,1.16E+10,6.23E+08,0.42374,1.17E+06
7110,2.59E+10,4.83E+08,0.43504,1.08E+05
7111,2.42E+10,6.87E+08,0.42114,1.48E+05
7112,1.19E+10,3.55E+08,0.46069,1.11E+06
7113,1.65E+10,1.27E+08,0.75513,0
7114,1.51E+10,1.44E+08,0.76955,44003
7115,1.46E+10,1.01E+08,0.70152,62823
7116,1.06E+10,1.18E+08,0.77014,3.77E+05
7117,1.45E+10,1.12E+08,0.69833,68835
7118,1.43E+10,1.70E+08,0.69729,77646
7119,1.11E+10,9.38E+07,0.80252,3.24E+05
7120,1.65E+10,4.52E+07,0.67413,0
7121,1.51E+10,1.07E+08,0.70582,43895
7122,1.47E+10,7.98E+07,0.70716,61059
7123,1.07E+10,1.34E+08,0.71252,3.69E+05
7124,1.43E+10,1.80E+07,0.67951,76744
7125,1.39E+10,6.22E+07,0.69882,94852
7126,9.51E+09,8.83E+07,0.69246,5.76E+05
7127,1.69E+10,1.99E+08,0.68412,0
7128,1.59E+10,4.97E+07,0.72816,22116
7129,1.29E+10,4.43E+07,0.72022,1.23E+05
7130,8.97E+09,3.71E+07,0.71292,5.62E+05
7131,1.54E+10,3.74E+07,0.71878,36585
7132,1.23E+10,7.63E+07,0.71328,1.57E+05
7133,8.68E+09,6.83E+07,0.70464,6.49E+05
7134,1.65E+10,3.49E+07,0.71264,0
7135,1.51E+10,7.14E+07,0.7063,43733
7136,1.47E+10,6.45E+07,0.72546,59442
7137,1.20E+10,3.83E+07,0.71358,2.25E+05
7138,1.43E+10,4.85E+07,0.7308,77940
7139,1.39E+10,5.99E+07,0.66763,95470
7140,1.11E+10,5.57E+07,0.70609,3.21E+05
7141,5.40E+10,4.11E+09,0.30512,0
7142,4.36E+10,3.13E+09,0.27435,90034
7143,3.95E+10,2.50E+09,0.31376,1.39E+05
7144,1.64E+10,2.49E+09,0.31641,1.15E+06
7145,4.16E+10,2.51E+09,0.30242,1.13E+05
7146,3.81E+10,2.93E+09,0.29609,1.59E+05
7147,1.45E+10,2.40E+09,0.31036,1.49E+06
7148,5.40E+10,44966,0.17139,0
7149,4.72E+10,2.57E+07,0.21053,53727
7150,4.16E+10,46813,0.21672,1.11E+05
7151,1.76E+10,1.66E+05,0.19038,1.01E+06
7152,4.57E+10,3.79E+07,0.19137,66916
7153,4.07E+10,3.13E+06,0.19145,1.22E+05
7154,1.77E+10,5.76E+07,0.19345,1.01E+06
7155,5.53E+10,40476,0.2193,0
7156,5.01E+10,8.12E+07,0.15295,28732
7157,3.33E+10,55013,0.1767,1.89E+05
7158,1.45E+10,51956,0.21454,1.14E+06
7159,4.94E+10,1.22E+05,0.19605,33326
7160,3.25E+10,55265,0.16398,2.03E+05
7161,1.48E+10,54934,0.16769,1.12E+06
7162,5.40E+10,2.66E+07,0.20053,0
7163,4.69E+10,4.36E+05,0.22755,55978
7164,4.26E+10,39303,0.25016,99174
7165,1.76E+10,2.81E+07,0.20867,1.01E+06
7166,4.59E+10,51967,0.19399,65518
7167,4.08E+10,98122,0.1997,1.21E+05
7168,1.62E+10,42147,0.19775,1.19E+06
7169,3.10E+10,1.07E+09,0.50207,0
7170,2.74E+10,1.57E+09,0.43519,52847
7171,2.57E+10,1.19E+09,0.49497,84688
7172,1.53E+10,1.32E+09,0.5019,5.23E+05
7173,2.47E+10,8.99E+08,0.55149,1.06E+05
7174,2.34E+10,1.03E+09,0.49931,1.34E+05
7175,1.08E+10,9.09E+08,0.51899,1.23E+06
7176,3.10E+10,6.41E+08,0.44014,0
7177,2.56E+10,5.39E+08,0.3799,87130
7178,2.37E+10,4.29E+08,0.44471,1.27E+05
7179,1.15E+10,3.58E+08,0.46627,1.04E+06
7180,2.45E+10,3.27E+08,0.42461,1.08E+05
7181,2.31E+10,4.85E+08,0.44198,1.43E+05
7182,1.14E+10,3.08E+08,0.45288,1.08E+06
7183,3.18E+10,6.71E+08,0.4451,0
7184,2.78E+10,8.65E+08,0.39476,43343
7185,1.92E+10,7.58E+08,0.3554,2.13E+05
7186,1.07E+10,6.10E+08,0.40992,9.80E+05
7187,2.71E+10,7.16E+08,0.45582,52412
7188,1.89E+10,4.47E+08,0.3918,2.25E+05
7189,8.90E+09,5.48E+08,0.41158,1.64E+06
7190,3.10E+10,6.44E+08,0.44216,0
7191,2.55E+10,2.83E+08,0.45365,88136
7192,2.37E+10,5.73E+08,0.41694,1.27E+05
7193,1.21E+10,2.96E+08,0.44688,9.20E+05
7194,2.45E+10,5.75E+08,0.37832,1.10E+05
7195,2.31E+10,4.63E+08,0.39389,1.43E+05
7196,1.10E+10,3.63E+08,0.4057,1.19E+06
7197,1.57E+10,1.36E+08,0.74672,0
7198,1.44E+10,1.47E+08,0.72398,43176
7199,1.40E+10,1.32E+08,0.75935,59771
7200,1.08E+10,1.08E+08,0.73218,2.90E+05
7201,1.39E+10,1.43E+08,0.70773,64674
7202,1.36E+10,1.04E+08,0.77748,77390
7203,1.12E+10,1.01E+08,0.76063,2.53E+05
7204,1.57E+10,9.48E+07,0.67428,0
7205,1.44E+10,1.62E+08,0.7463,43069
7206,1.40E+10,4.21E+07,0.68558,59894
7207,1.04E+10,2.37E+07,0.70078,3.33E+05
7208,1.35E+10,1.22E+08,0.68351,80584
7209,1.33E+10,1.39E+07,0.65194,92815
7210,9.74E+09,5.99E+07,0.73723,4.39E+05
7211,1.61E+10,6.03E+07,0.68638,0
7212,1.52E+10,1.52E+08,0.65484,21677
7213,1.29E+10,5.83E+07,0.67063,98176
7214,9.65E+09,5.24E+07,0.69503,3.61E+05
7215,1.46E+10,1.29E+07,0.70594,36180
7216,1.21E+10,1.39E+08,0.68571,1.34E+05
7217,8.30E+09,3.40E+07,0.71424,6.40E+05
7218,1.57E+10,1.14E+07,0.71024,0
7219,1.44E+10,1.09E+08,0.68058,42910
7220,1.39E+10,8.72E+07,0.6501,62347
7221,1.07E+10,4.22E+07,0.73146,3.01E+05
7222,1.36E+10,1.28E+08,0.64065,76510
7223,1.34E+10,5.37E+07,0.68406,87651
7224,9.60E+09,9.55E+06,0.76584,4.62E+05
7225,5.40E+10,4.14E+09,0.26353,0
7226,4.38E+10,2.86E+09,0.22488,87760
7227,3.99E+10,2.66E+09,0.25417,1.32E+05
7228,1.61E+10,2.27E+09,0.33628,1.19E+06
7229,4.18E+10,3.25E+09,0.30064,1.10E+05
7230,3.78E+10,2.85E+09,0.26825,1.63E+05
7231,1.60E+10,2.43E+09,0.33317,1.23E+06
7232,5.40E+10,45631,0.1649,0
7233,4.68E+10,4.62E+07,0.21534,56747
7234,4.16E+10,3.25E+06,0.19132,1.10E+05
7235,2.02E+10,3.16E+06,0.21348,7.73E+05
7236,4.57E+10,2.72E+07,0.17967,67493
7237,4.17E+10,92593,0.19889,1.10E+05
7238,1.70E+10,2.78E+07,0.20722,1.09E+06
7239,5.53E+10,76958,0.20497,0
7240,5.02E+10,70581,0.14752,28390
7241,3.27E+10,1.98E+08,0.17512,1.99E+05
7242,1.46E+10,5.45E+05,0.23837,1.12E+06
7243,4.94E+10,1.01E+07,0.1899,33040
7244,3.28E+10,49036,0.23518,1.98E+05
7245,1.49E+10,1.71E+08,0.18466,1.10E+06
7246,5.40E+10,1.60E+08,0.18697,0
7247,4.70E+10,42884,0.19067,55306
7248,4.21E+10,5.48E+05,0.22093,1.06E+05
7249,1.80E+10,43159,0.19267,9.64E+05
7250,4.60E+10,38198,0.25053,64310
7251,4.13E+10,43943,0.17602,1.15E+05
7252,1.80E+10,1.63E+08,0.19359,9.70E+05
7253,3.10E+10,1.19E+09,0.49101,0
7254,2.74E+10,8.83E+08,0.54385,52790
7255,2.55E+10,8.90E+08,0.53245,86785
7256,1.37E+10,1.11E+09,0.53264,6.88E+05
7257,2.46E+10,1.14E+09,0.48582,1.06E+05
7258,2.33E+10,1.40E+09,0.46559,1.39E+05
7259,1.23E+10,1.04E+09,0.53637,9.02E+05
7260,3.10E+10,6.95E+08,0.45673,0
7261,2.56E+10,4.02E+08,0.39062,87041
7262,2.38E+10,5.05E+08,0.41505,1.26E+05
7263,1.18E+10,5.16E+08,0.42807,9.89E+05
7264,2.45E+10,4.21E+08,0.37788,1.08E+05
7265,2.28E+10,3.80E+08,0.46967,1.51E+05
7266,1.07E+10,3.03E+08,0.39696,1.26E+06
7267,3.18E+10,1.26E+09,0.35399,0
7268,2.77E+10,5.88E+08,0.45111,44559
7269,1.97E+10,5.90E+08,0.43133,1.97E+05
7270,1.03E+10,7.93E+08,0.41016,1.09E+06
7271,2.70E+10,4.43E+08,0.45837,53016
7272,1.89E+10,3.80E+08,0.44376,2.24E+05
7273,1.01E+10,8.45E+08,0.413,1.17E+06
7274,3.10E+10,9.24E+08,0.40514,0
7275,2.57E+10,4.29E+08,0.42202,84060
7276,2.38E+10,3.61E+08,0.40891,1.24E+05
7277,1.23E+10,2.72E+08,0.39304,8.81E+05
7278,2.45E+10,4.72E+08,0.41861,1.08E+05
7279,2.29E+10,6.18E+08,0.40811,1.48E+05
7280,1.21E+10,2.66E+08,0.46981,9.42E+05
7281,1.57E+10,1.04E+08,0.74494,0
7282,1.44E+10,1.33E+08,0.70253,43121
7283,1.39E+10,9.15E+07,0.75667,63380
7284,1.12E+10,7.34E+07,0.78409,2.49E+05
7285,1.39E+10,1.07E+08,0.74514,63180
7286,1.36E+10,8.93E+07,0.707,79660
7287,9.27E+09,1.33E+08,0.72573,5.25E+05
7288,1.57E+10,5.03E+07,0.69553,0
7289,1.44E+10,5.87E+07,0.69341,43014
7290,1.39E+10,4.59E+07,0.69647,63021
7291,1.05E+10,8.02E+07,0.71302,3.25E+05
7292,1.36E+10,4.69E+07,0.72284,78206
7293,1.33E+10,4.17E+07,0.69418,91761
7294,1.01E+10,5.46E+06,0.74657,3.76E+05
7295,1.61E+10,1.35E+08,0.6808,0
7296,1.52E+10,7.74E+07,0.69484,21644
7297,1.20E+10,8.46E+07,0.62567,1.36E+05
7298,8.83E+09,1.81E+08,0.70628,4.95E+05
7299,1.47E+10,8.60E+07,0.7005,35766
7300,1.21E+10,2.65E+07,0.68707,1.35E+05
7301,9.18E+09,1.05E+08,0.73682,4.42E+05
7302,1.57E+10,9.23E+07,0.73014,0
7303,1.44E+10,1.19E+08,0.69034,42855
7304,1.40E+10,6.26E+07,0.67786,58866
7305,9.96E+09,6.19E+06,0.73527,3.93E+05
7306,1.36E+10,4.17E+07,0.73422,77149
7307,1.33E+10,4.34E+07,0.69601,90717
7308,9.29E+09,1.77E+07,0.72804,5.21E+05
7309,5.34E+10,4.33E+09,0.36367,0
7310,4.32E+10,2.95E+09,0.34396,87220
7311,3.89E+10,2.66E+09,0.36856,1.39E+05
7312,1.69E+10,2.87E+09,0.2868,1.05E+06
7313,4.14E+10,2.94E+09,0.28439,1.07E+05
7314,3.75E+10,2.84E+09,0.2608,1.60E+05
7315,1.37E+10,3.08E+09,0.27418,1.61E+06
7316,5.34E+10,43327,0.18038,0
7317,4.66E+10,41919,0.21341,53855
7318,4.10E+10,4.31E+05,0.17841,1.11E+05
7319,1.82E+10,3.45E+07,0.21595,9.07E+05
7320,4.53E+10,1.58E+06,0.2015,65086
7321,4.14E+10,43277,0.25771,1.07E+05
7322,1.84E+10,64177,0.21973,9.05E+05
7323,5.48E+10,41954,0.18896,0
7324,4.97E+10,3.36E+07,0.21723,27568
7325,3.24E+10,57885,0.15702,1.94E+05
7326,1.48E+10,3.97E+07,0.19174,1.05E+06
7327,4.90E+10,63556,0.15286,31648
7328,3.22E+10,8.96E+05,0.16983,1.99E+05
7329,1.41E+10,71001,0.21461,1.18E+06
7330,5.34E+10,1.05E+08,0.19,0
7331,4.66E+10,41332,0.21736,53657
7332,4.15E+10,6.81E+06,0.21274,1.06E+05
7333,1.78E+10,2.62E+07,0.23308,9.46E+05
7334,4.55E+10,3.14E+07,0.21659,63729
7335,3.95E+10,47331,0.19691,1.30E+05
