Design,Cost,Utility to Science,Failed Downtime,Servicing Margin
3375,6.76E+10,39696,0.22853,0
3376,6.19E+10,53084,0.26646,33057
3377,4.19E+10,71658,0.21935,2.32E+05
3378,2.00E+10,57996,0.20074,1.24E+06
3379,6.13E+10,1.11E+08,0.2231,37319
3380,4.20E+10,6.90E+07,0.25204,2.33E+05
3381,1.93E+10,52734,0.1988,1.35E+06
3382,6.63E+10,5.52E+05,0.2138,0
3383,5.81E+10,40283,0.24966,68087
3384,5.30E+10,6.74E+07,0.18505,1.24E+05
3385,2.61E+10,41476,0.22216,9.50E+05
3386,5.70E+10,8.74E+07,0.23327,79465
3387,5.24E+10,40954,0.22053,1.32E+05
3388,2.28E+10,1.70E+05,0.21818,1.26E+06
3389,3.81E+10,1.21E+09,0.4987,0
3390,3.38E+10,9.61E+08,0.58971,66638
3391,3.23E+10,8.02E+08,0.56721,95523
3392,2.02E+10,9.03E+08,0.6029,6.05E+05
3393,3.06E+10,1.31E+09,0.53216,1.31E+05
3394,2.93E+10,1.07E+09,0.58466,1.67E+05
3395,1.78E+10,9.46E+08,0.59997,8.47E+05
3396,3.81E+10,3.52E+08,0.50471,0
3397,3.15E+10,4.74E+08,0.44067,1.10E+05
3398,2.96E+10,3.47E+08,0.4675,1.56E+05
3399,1.59E+10,2.15E+08,0.53166,1.08E+06
3400,3.04E+10,3.61E+08,0.53625,1.36E+05
3401,2.86E+10,4.29E+08,0.53346,1.83E+05
3402,1.52E+10,5.23E+08,0.4758,1.23E+06
3403,3.89E+10,5.10E+08,0.45221,0
3404,3.42E+10,3.18E+08,0.44423,52875
3405,2.38E+10,5.33E+08,0.42644,2.72E+05
3406,1.45E+10,5.60E+08,0.46776,1.06E+06
3407,3.36E+10,5.80E+08,0.4763,61206
3408,2.42E+10,5.16E+08,0.48236,2.61E+05
3409,1.41E+10,3.60E+08,0.50217,1.16E+06
3410,3.81E+10,9.59E+08,0.45087,0
3411,3.13E+10,3.86E+08,0.46659,1.15E+05
3412,2.97E+10,3.68E+08,0.48125,1.53E+05
3413,1.66E+10,3.09E+08,0.45846,9.80E+05
3414,3.04E+10,5.77E+08,0.47899,1.35E+05
3415,2.86E+10,4.09E+08,0.41505,1.85E+05
3416,1.60E+10,2.92E+08,0.47909,1.09E+06
3417,1.93E+10,1.33E+08,0.7859,0
3418,1.78E+10,1.08E+08,0.77739,50878
3419,1.77E+10,9.84E+07,0.80725,56593
3420,1.30E+10,1.54E+08,0.76845,4.36E+05
3421,1.73E+10,1.26E+08,0.75864,72469
3422,1.72E+10,1.20E+08,0.7753,79275
3423,1.32E+10,1.18E+08,0.76892,4.26E+05
3424,1.93E+10,5.29E+06,0.73313,0
3425,1.78E+10,4.50E+07,0.75572,50741
3426,1.75E+10,3.53E+07,0.71601,64324
3427,1.32E+10,4.25E+06,0.74986,4.04E+05
3428,1.69E+10,2.44E+07,0.71673,90847
3429,1.68E+10,7.15E+06,0.77186,96606
3430,1.22E+10,9.87E+06,0.7277,5.73E+05
3431,1.97E+10,2.60E+07,0.72455,0
3432,1.87E+10,1.24E+07,0.73927,23745
3433,1.59E+10,8.49E+06,0.71619,1.20E+05
3434,1.14E+10,6.61E+07,0.7111,5.81E+05
3435,1.81E+10,2.67E+07,0.71345,39177
3436,1.52E+10,1.77E+07,0.73745,1.56E+05
3437,1.07E+10,6.32E+07,0.74647,7.60E+05
3438,1.93E+10,5.83E+06,0.71466,0
3439,1.78E+10,1.42E+07,0.73841,50538
3440,1.78E+10,5.86E+06,0.74125,53760
3441,1.42E+10,3.25E+07,0.76521,2.96E+05
3442,1.69E+10,6.37E+07,0.74062,91466
3443,1.69E+10,1.04E+07,0.73667,96085
3444,1.32E+10,6.31E+06,0.77989,4.24E+05
3445,6.35E+10,3.80E+09,0.35666,0
3446,5.13E+10,2.87E+09,0.29363,1.14E+05
3447,4.72E+10,2.69E+09,0.34079,1.70E+05
3448,2.13E+10,2.61E+09,0.34101,1.29E+06
3449,4.92E+10,2.53E+09,0.34382,1.41E+05
3450,4.53E+10,2.41E+09,0.36204,2.01E+05
3451,1.76E+10,2.70E+09,0.32587,1.92E+06
3452,6.35E+10,9.95E+05,0.22572,0
3453,5.56E+10,41262,0.22779,67227
3454,5.10E+10,54993,0.17976,1.18E+05
3455,2.49E+10,1.23E+06,0.23523,9.49E+05
3456,5.44E+10,2.95E+07,0.20712,79346
3457,5.02E+10,44356,0.22529,1.29E+05
3458,2.49E+10,41046,0.22252,9.63E+05
3459,6.48E+10,40203,0.22324,0
3460,5.92E+10,56882,0.16247,33254
3461,4.03E+10,3.72E+07,0.23843,2.24E+05
3462,1.91E+10,52331,0.20132,1.22E+06
3463,5.87E+10,6.86E+05,0.20545,36858
3464,3.98E+10,67945,0.18978,2.36E+05
3465,1.81E+10,6.68E+05,0.23276,1.39E+06
3466,6.35E+10,3.11E+07,0.22793,0
3467,5.54E+10,45567,0.22269,69470
3468,5.05E+10,5.14E+05,0.21803,1.25E+05
3469,2.34E+10,1.97E+05,0.20764,1.07E+06
3470,5.46E+10,2.91E+07,0.22923,77681
3471,5.04E+10,42049,0.20293,1.27E+05
3472,2.31E+10,40049,0.23843,1.12E+06
3473,3.65E+10,7.18E+08,0.52654,0
3474,3.23E+10,8.56E+08,0.60029,66330
3475,3.11E+10,1.19E+09,0.57534,90729
3476,1.78E+10,9.51E+08,0.53409,7.38E+05
3477,2.92E+10,9.94E+08,0.60423,1.32E+05
3478,2.80E+10,1.15E+09,0.53351,1.66E+05
3479,1.51E+10,8.19E+08,0.59633,1.13E+06
3480,3.65E+10,4.82E+08,0.45606,0
3481,2.99E+10,3.13E+08,0.42346,1.14E+05
3482,2.85E+10,4.99E+08,0.50197,1.50E+05
3483,1.80E+10,2.99E+08,0.5287,7.15E+05
3484,2.90E+10,2.77E+08,0.48697,1.35E+05
3485,2.74E+10,2.63E+08,0.47966,1.80E+05
3486,1.54E+10,3.08E+08,0.46599,1.06E+06
3487,3.72E+10,8.00E+08,0.45418,0
3488,3.24E+10,5.05E+08,0.48005,56144
3489,2.37E+10,7.82E+08,0.48192,2.37E+05
3490,1.34E+10,4.64E+08,0.54202,1.15E+06
3491,3.21E+10,6.02E+08,0.42149,61135
3492,2.26E+10,5.00E+08,0.4574,2.78E+05
3493,1.34E+10,5.88E+08,0.47299,1.18E+06
3494,3.65E+10,4.98E+08,0.4751,0
3495,3.00E+10,4.01E+08,0.5025,1.13E+05
3496,2.81E+10,3.30E+08,0.48779,1.60E+05
3497,1.55E+10,2.20E+08,0.45438,1.03E+06
3498,2.91E+10,4.43E+08,0.48851,1.33E+05
3499,2.73E+10,3.45E+08,0.45918,1.83E+05
3500,1.44E+10,2.14E+08,0.49841,1.26E+06
3501,1.85E+10,1.07E+08,0.78157,0
3502,1.71E+10,1.38E+08,0.71354,50506
3503,1.69E+10,1.20E+08,0.77965,59534
3504,1.25E+10,1.32E+08,0.77267,4.25E+05
3505,1.65E+10,1.10E+08,0.76777,73799
3506,1.64E+10,1.00E+08,0.76454,84520
3507,1.20E+10,1.16E+08,0.7718,5.24E+05
3508,1.85E+10,3.62E+07,0.75365,0
3509,1.71E+10,6.55E+07,0.72452,50370
3510,1.71E+10,3.41E+07,0.71923,50256
3511,1.33E+10,1.96E+07,0.75622,3.27E+05
3512,1.62E+10,4.51E+06,0.74721,90345
3513,1.61E+10,3.48E+07,0.72767,96244
3514,1.18E+10,5.15E+07,0.7311,5.63E+05
3515,1.88E+10,3.49E+07,0.71874,0
3516,1.79E+10,3.67E+07,0.73643,23488
3517,1.49E+10,3.61E+07,0.71061,1.34E+05
3518,1.19E+10,2.90E+07,0.75216,4.22E+05
3519,1.74E+10,3.26E+07,0.73931,39229
3520,1.42E+10,1.18E+07,0.73071,1.73E+05
3521,1.01E+10,1.03E+07,0.73427,8.02E+05
3522,1.85E+10,4.39E+07,0.71923,0
3523,1.71E+10,3.36E+07,0.77236,50167
3524,1.69E+10,1.86E+07,0.73096,58009
3525,1.25E+10,7.03E+06,0.78214,4.29E+05
3526,1.62E+10,6.17E+07,0.71808,89952
3527,1.60E+10,2.73E+07,0.73345,1.03E+05
3528,1.23E+10,5.91E+07,0.72505,4.66E+05
3529,6.37E+10,4.21E+09,0.32786,0
3530,5.14E+10,3.04E+09,0.3005,1.14E+05
3531,4.72E+10,2.84E+09,0.27343,1.70E+05
3532,2.10E+10,3.03E+09,0.36128,1.33E+06
3533,4.92E+10,2.20E+09,0.3255,1.42E+05
3534,4.54E+10,2.89E+09,0.33079,1.99E+05
3535,1.74E+10,2.60E+09,0.33904,1.96E+06
3536,6.37E+10,2.32E+07,0.26053,0
3537,5.55E+10,2.79E+07,0.22625,69291
3538,5.10E+10,49447,0.19774,1.19E+05
3539,2.49E+10,4.12E+05,0.22837,9.52E+05
3540,5.49E+10,42205,0.20702,76133
3541,4.97E+10,1.98E+07,0.2262,1.38E+05
3542,2.27E+10,42865,0.19541,1.16E+06
3543,6.50E+10,1.58E+06,0.22656,0
3544,5.94E+10,61630,0.17555,32629
3545,4.06E+10,60130,0.19045,2.22E+05
3546,1.95E+10,7.08E+05,0.20747,1.18E+06
3547,5.91E+10,48775,0.24641,35100
3548,3.94E+10,52316,0.20266,2.43E+05
3549,1.83E+10,1.67E+06,0.19541,1.37E+06
3550,6.37E+10,5.82E+07,0.20572,0
3551,5.56E+10,2.85E+07,0.21038,69020
3552,5.10E+10,1.09E+06,0.26837,1.19E+05
3553,2.25E+10,2.16E+07,0.26331,1.16E+06
3554,5.46E+10,1.16E+06,0.22644,78888
3555,5.03E+10,6.65E+06,0.25909,1.29E+05
3556,2.39E+10,49150,0.23872,1.05E+06
3557,3.66E+10,1.41E+09,0.52466,0
3558,3.24E+10,9.83E+08,0.57601,65899
3559,3.10E+10,1.10E+09,0.53409,94514
3560,1.96E+10,9.92E+08,0.54911,5.78E+05
3561,2.95E+10,1.05E+09,0.53394,1.26E+05
3562,2.82E+10,7.77E+08,0.63596,1.62E+05
3563,1.61E+10,1.16E+09,0.54398,9.73E+05
3564,3.66E+10,5.85E+08,0.48216,0
3565,3.03E+10,2.27E+08,0.47394,1.07E+05
3566,2.82E+10,3.14E+08,0.46202,1.59E+05
3567,1.57E+10,2.04E+08,0.51225,1.01E+06
3568,2.90E+10,3.31E+08,0.45726,1.38E+05
3569,2.75E+10,3.25E+08,0.47615,1.79E+05
3570,1.64E+10,3.12E+08,0.49052,9.17E+05
3571,3.73E+10,6.09E+08,0.45058,0
3572,3.29E+10,6.46E+08,0.44933,51498
3573,2.32E+10,5.30E+08,0.43255,2.56E+05
3574,1.37E+10,4.77E+08,0.44419,1.09E+06
3575,3.22E+10,7.69E+08,0.40644,61138
3576,2.30E+10,3.37E+08,0.43899,2.63E+05
3577,1.32E+10,4.87E+08,0.45003,1.24E+06
3578,3.66E+10,6.90E+08,0.45716,0
3579,3.01E+10,4.93E+08,0.44404,1.11E+05
3580,2.85E+10,5.80E+08,0.45322,1.50E+05
3581,1.73E+10,3.66E+08,0.52378,7.87E+05
3582,2.91E+10,5.01E+08,0.47712,1.34E+05
3583,2.72E+10,4.65E+08,0.47351,1.86E+05
3584,1.54E+10,2.56E+08,0.52822,1.07E+06
3585,1.85E+10,1.26E+08,0.79652,0
3586,1.71E+10,1.16E+08,0.7434,50172
3587,1.71E+10,1.31E+08,0.77797,50719
3588,1.25E+10,1.01E+08,0.77538,4.35E+05
3589,1.65E+10,1.01E+08,0.75883,76103
3590,1.68E+10,1.19E+08,0.77274,66235
3591,1.43E+10,1.03E+08,0.79771,2.40E+05
3592,1.85E+10,3.86E+07,0.69481,0
3593,1.71E+10,1.01E+08,0.71452,50037
3594,1.71E+10,7.50E+07,0.72168,52979
3595,1.34E+10,2.34E+07,0.79126,3.25E+05
3596,1.61E+10,4.76E+07,0.74202,92718
3597,1.61E+10,4.97E+06,0.74532,1.01E+05
3598,1.22E+10,1.95E+07,0.73027,4.83E+05
3599,1.89E+10,8.48E+06,0.73874,0
3600,1.80E+10,6.20E+07,0.72686,23327
3601,1.48E+10,2.79E+07,0.73989,1.40E+05
3602,1.19E+10,3.52E+07,0.73594,4.15E+05
3603,1.74E+10,4.24E+07,0.71191,38444
3604,1.42E+10,1.09E+07,0.72902,1.73E+05
3605,1.04E+10,7.63E+06,0.7761,7.22E+05
3606,1.85E+10,3.40E+07,0.72308,0
3607,1.71E+10,4.90E+07,0.73885,49835
3608,1.70E+10,4.30E+06,0.7388,55022
3609,1.32E+10,1.98E+07,0.72802,3.38E+05
3610,1.62E+10,3.17E+07,0.70534,92315
3611,1.61E+10,3.82E+06,0.74397,1.01E+05
3612,1.26E+10,2.20E+07,0.75014,4.29E+05
3613,6.30E+10,4.05E+09,0.34776,0
3614,5.12E+10,2.82E+09,0.38843,1.09E+05
3615,4.66E+10,2.32E+09,0.34579,1.70E+05
3616,2.02E+10,2.53E+09,0.37054,1.38E+06
3617,4.89E+10,2.56E+09,0.31786,1.36E+05
3618,4.51E+10,2.87E+09,0.3319,1.94E+05
3619,1.84E+10,2.79E+09,0.31875,1.68E+06
3620,6.30E+10,86461,0.23486,0
3621,5.51E+10,46984,0.2,66719
3622,5.00E+10,51039,0.22817,1.24E+05
3623,2.40E+10,48487,0.22225,9.85E+05
3624,5.41E+10,1.13E+06,0.24159,76656
3625,4.98E+10,3.81E+05,0.21409,1.27E+05
3626,2.40E+10,1.88E+05,0.19912,1.00E+06
3627,6.43E+10,41408,0.20315,0
3628,5.87E+10,3.54E+07,0.23598,32599
3629,3.96E+10,6.38E+05,0.21791,2.28E+05
3630,1.99E+10,7.43E+07,0.2013,1.09E+06
3631,5.85E+10,52345,0.21589,34114
3632,3.87E+10,51896,0.21584,2.44E+05
3633,1.86E+10,1.87E+06,0.23351,1.27E+06
3634,6.30E+10,1.89E+05,0.16409,0
3635,5.50E+10,5.13E+07,0.23481,68087
3636,5.04E+10,1.89E+05,0.20995,1.18E+05
3637,2.52E+10,2.93E+07,0.2347,8.89E+05
3638,5.44E+10,41734,0.20649,73975
3639,4.95E+10,51559,0.22293,1.31E+05
3640,2.22E+10,47431,0.25508,1.16E+06
3641,3.62E+10,1.09E+09,0.55885,0
3642,3.20E+10,1.13E+09,0.58615,65717
3643,3.06E+10,9.86E+08,0.58236,94442
3644,1.88E+10,1.24E+09,0.55853,6.15E+05
3645,2.90E+10,1.11E+09,0.5238,1.28E+05
3646,2.76E+10,8.47E+08,0.5699,1.68E+05
3647,1.51E+10,7.20E+08,0.60027,1.08E+06
3648,3.62E+10,5.86E+08,0.44649,0
3649,2.98E+10,4.04E+08,0.38005,1.10E+05
3650,2.84E+10,2.90E+08,0.43149,1.45E+05
3651,1.67E+10,1.96E+08,0.5062,8.31E+05
3652,2.86E+10,3.74E+08,0.38668,1.36E+05
3653,2.71E+10,3.53E+08,0.50087,1.79E+05
3654,1.44E+10,2.47E+08,0.49525,1.22E+06
3655,3.69E+10,6.40E+08,0.43966,0
3656,3.25E+10,4.10E+08,0.41394,51062
3657,2.31E+10,2.34E+08,0.46111,2.47E+05
3658,1.43E+10,4.67E+08,0.49622,9.40E+05
3659,3.18E+10,5.38E+08,0.46404,60212
3660,2.21E+10,4.57E+08,0.42913,2.84E+05
3661,1.33E+10,5.64E+08,0.50401,1.16E+06
3662,3.62E+10,5.31E+08,0.5301,0
3663,2.99E+10,3.41E+08,0.43298,1.08E+05
3664,2.81E+10,2.84E+08,0.49159,1.51E+05
3665,1.43E+10,4.08E+08,0.54476,1.21E+06
3666,2.89E+10,3.38E+08,0.46361,1.29E+05
3667,2.70E+10,5.19E+08,0.48707,1.83E+05
3668,1.35E+10,3.51E+08,0.50687,1.42E+06
3669,1.83E+10,1.14E+08,0.76729,0
3670,1.69E+10,1.10E+08,0.7747,48823
3671,1.68E+10,1.00E+08,0.79335,57920
3672,1.27E+10,1.36E+08,0.78442,3.77E+05
3673,1.64E+10,1.29E+08,0.77345,73023
3674,1.66E+10,1.10E+08,0.7847,65915
3675,1.34E+10,1.02E+08,0.82425,3.04E+05
3676,1.83E+10,1.78E+07,0.7288,0
3677,1.69E+10,1.47E+07,0.76442,48691
3678,1.69E+10,2.25E+07,0.75486,53613
3679,1.28E+10,2.16E+07,0.73022,3.70E+05
3680,1.62E+10,1.35E+07,0.7413,82302
3681,1.61E+10,6.58E+07,0.75555,88467
3682,1.34E+10,6.39E+07,0.71143,3.05E+05
3683,1.87E+10,9.59E+07,0.69157,0
3684,1.78E+10,7.20E+06,0.74427,22671
3685,1.50E+10,1.35E+08,0.7258,1.23E+05
3686,1.22E+10,6.76E+06,0.74255,3.60E+05
3687,1.73E+10,9.44E+06,0.71076,36867
3688,1.44E+10,5.20E+07,0.71748,1.55E+05
3689,1.01E+10,1.38E+07,0.7335,7.46E+05
3690,1.83E+10,3.05E+07,0.72736,0
3691,1.69E+10,3.26E+07,0.74168,48495
3692,1.69E+10,4.12E+07,0.74043,53093
3693,1.33E+10,3.79E+07,0.72324,3.06E+05
3694,1.60E+10,1.18E+07,0.76803,88783
3695,1.60E+10,2.23E+07,0.756,94310
3696,1.22E+10,3.15E+07,0.74753,4.63E+05
3697,6.16E+10,4.58E+09,0.2118,0
3698,5.06E+10,2.87E+09,0.26343,90038
3699,4.68E+10,2.83E+09,0.27617,1.33E+05
3700,1.98E+10,2.98E+09,0.32581,1.19E+06
3701,4.85E+10,2.27E+09,0.248,1.12E+05
3702,4.50E+10,2.73E+09,0.2593,1.57E+05
3703,1.77E+10,2.50E+09,0.32174,1.51E+06
3704,6.14E+10,1.19E+08,0.19274,0
3705,5.40E+10,3.20E+07,0.18115,56633
3706,4.96E+10,4.39E+05,0.15755,99610
3707,2.25E+10,1.91E+05,0.17976,9.25E+05
3708,5.33E+10,2.00E+05,0.21106,63025
3709,4.82E+10,2.76E+07,0.17793,1.15E+05
3710,2.05E+10,3.20E+06,0.18454,1.12E+06
3711,6.28E+10,2.49E+05,0.18262,0
3712,5.76E+10,56357,0.16853,27661
3713,3.90E+10,53850,0.19387,1.95E+05
3714,1.65E+10,1.65E+06,0.16626,1.31E+06
3715,5.70E+10,2.67E+07,0.17738,30831
3716,3.84E+10,1.69E+06,0.15367,2.04E+05
3717,1.70E+10,52034,0.20793,1.26E+06
3718,6.14E+10,2.77E+07,0.20082,0
3719,5.42E+10,44587,0.17486,55132
3720,5.01E+10,3.67E+06,0.21865,93904
3721,2.01E+10,40178,0.23624,1.15E+06
3722,5.31E+10,5.00E+07,0.16135,64969
3723,4.87E+10,6.62E+06,0.13673,1.10E+05
3724,2.02E+10,43658,0.18609,1.16E+06
3725,3.54E+10,1.14E+09,0.43394,0
3726,3.14E+10,9.99E+08,0.45731,55750
3727,3.01E+10,1.18E+09,0.39236,78529
3728,1.77E+10,1.39E+09,0.43626,5.86E+05
3729,2.86E+10,1.56E+09,0.43745,1.07E+05
3730,2.73E+10,1.47E+09,0.41221,1.37E+05
3731,1.37E+10,8.33E+08,0.52201,1.12E+06
3732,3.53E+10,1.08E+09,0.38942,0
3733,2.96E+10,5.91E+08,0.37005,86547
3734,2.79E+10,5.30E+08,0.38063,1.21E+05
3735,1.39E+10,2.79E+08,0.39977,1.05E+06
3736,2.87E+10,8.55E+08,0.37962,1.04E+05
3737,2.72E+10,3.76E+08,0.37399,1.39E+05
3738,1.38E+10,4.20E+08,0.41426,1.10E+06
3739,3.61E+10,1.08E+09,0.35437,0
3740,3.20E+10,6.93E+08,0.37043,42411
3741,2.27E+10,7.10E+08,0.35058,2.11E+05
3742,1.27E+10,3.09E+08,0.38823,1.02E+06
3743,3.14E+10,4.67E+08,0.39495,49868
3744,2.22E+10,8.49E+08,0.30178,2.30E+05
3745,1.19E+10,7.60E+08,0.37889,1.23E+06
3746,3.53E+10,1.10E+09,0.37913,0
3747,2.94E+10,6.75E+08,0.30591,90366
3748,2.78E+10,5.41E+08,0.33019,1.23E+05
3749,1.57E+10,4.04E+08,0.35969,7.82E+05
3750,2.86E+10,4.11E+08,0.35115,1.06E+05
3751,2.70E+10,4.79E+08,0.35678,1.44E+05
3752,1.21E+10,6.28E+08,0.4127,1.51E+06
3753,1.79E+10,1.27E+08,0.70306,0
3754,1.66E+10,1.30E+08,0.68874,42653
3755,1.63E+10,9.88E+07,0.73441,53364
3756,1.25E+10,1.67E+08,0.72594,3.17E+05
3757,1.61E+10,1.61E+08,0.67859,59737
3758,1.59E+10,1.43E+08,0.6503,70550
3759,1.25E+10,1.79E+08,0.66536,3.29E+05
3760,1.79E+10,9.67E+07,0.68611,0
3761,1.66E+10,1.48E+08,0.63404,41502
3762,1.63E+10,8.14E+07,0.65111,50706
3763,1.23E+10,7.42E+07,0.69033,3.38E+05
3764,1.58E+10,9.67E+07,0.65409,71872
3765,1.58E+10,1.03E+08,0.67675,75005
3766,1.16E+10,8.19E+06,0.74008,4.39E+05
3767,1.83E+10,6.75E+07,0.64657,0
3768,1.74E+10,7.96E+07,0.65643,20045
3769,1.46E+10,1.09E+08,0.69893,1.09E+05
3770,1.01E+10,1.64E+08,0.66941,5.73E+05
3771,1.68E+10,9.01E+07,0.65917,33982
3772,1.35E+10,3.24E+07,0.64277,1.63E+05
3773,1.05E+10,2.13E+07,0.7268,5.01E+05
3774,1.79E+10,1.72E+08,0.66966,0
3775,1.66E+10,1.75E+08,0.65659,41342
3776,1.64E+10,6.83E+07,0.67861,49631
3777,1.30E+10,5.83E+07,0.7077,2.67E+05
3778,1.58E+10,3.60E+07,0.69865,71572
3779,1.57E+10,1.72E+08,0.62032,78049
3780,1.21E+10,1.46E+07,0.74085,3.70E+05
3781,5.87E+10,4.09E+09,0.25401,0
3782,4.81E+10,3.09E+09,0.23574,89025
3783,4.45E+10,2.37E+09,0.23507,1.31E+05
3784,1.72E+10,2.94E+09,0.30128,1.40E+06
3785,4.62E+10,2.82E+09,0.2767,1.10E+05
3786,4.27E+10,3.06E+09,0.27906,1.57E+05
3787,1.74E+10,2.56E+09,0.24129,1.39E+06
3788,5.87E+10,1.83E+05,0.18317,0
3789,5.19E+10,45930,0.13923,52889
3790,4.73E+10,3.65E+06,0.17726,97822
3791,2.15E+10,3.33E+06,0.18518,9.07E+05
3792,5.09E+10,48954,0.19433,61621
3793,4.74E+10,44214,0.1824,97874
3794,2.02E+10,1.19E+06,0.17978,1.04E+06
3795,6.01E+10,44482,0.15468,0
3796,5.50E+10,2.23E+06,0.16406,27348
3797,3.75E+10,2.90E+05,0.1794,1.87E+05
3798,1.65E+10,1.10E+08,0.16459,1.18E+06
3799,5.44E+10,4.02E+07,0.16882,31213
3800,3.70E+10,5.42E+07,0.22257,1.95E+05
3801,1.57E+10,4.82E+07,0.15581,1.33E+06
3802,5.87E+10,46936,0.1499,0
3803,5.18E+10,5.15E+07,0.19062,53322
3804,4.73E+10,4.51E+07,0.23226,98349
3805,2.23E+10,51240,0.14468,8.45E+05
3806,5.09E+10,49668,0.16779,61705
3807,4.69E+10,2.36E+07,0.16159,1.03E+05
3808,2.08E+10,43685,0.18444,9.79E+05
3809,3.37E+10,1.36E+09,0.45149,0
3810,3.01E+10,1.26E+09,0.41029,51759
3811,2.88E+10,1.65E+09,0.40423,74877
3812,1.56E+10,1.04E+09,0.51965,6.98E+05
3813,2.75E+10,1.50E+09,0.40567,99993
3814,2.61E+10,1.91E+09,0.40639,1.33E+05
3815,1.47E+10,9.13E+08,0.49089,8.26E+05
3816,3.37E+10,8.60E+08,0.37279,0
3817,2.81E+10,4.65E+08,0.37019,88699
3818,2.69E+10,5.19E+08,0.38606,1.13E+05
3819,1.27E+10,6.29E+08,0.37646,1.15E+06
3820,2.72E+10,7.60E+08,0.33832,1.07E+05
3821,2.58E+10,5.80E+08,0.41769,1.40E+05
3822,1.34E+10,3.63E+08,0.43196,1.03E+06
3823,3.45E+10,9.17E+08,0.3601,0
3824,3.04E+10,6.90E+08,0.3937,44006
3825,2.19E+10,6.51E+08,0.38356,2.03E+05
3826,1.25E+10,8.57E+08,0.35858,9.41E+05
3827,2.99E+10,8.58E+08,0.32106,50568
3828,2.14E+10,7.68E+08,0.38307,2.18E+05
3829,1.04E+10,6.51E+08,0.3597,1.58E+06
3830,3.38E+10,5.88E+08,0.43173,0
3831,2.81E+10,6.19E+08,0.33889,86969
3832,2.65E+10,4.57E+08,0.33837,1.22E+05
3833,1.38E+10,4.46E+08,0.31563,9.36E+05
3834,2.71E+10,7.00E+08,0.33692,1.08E+05
3835,2.58E+10,6.71E+08,0.38374,1.39E+05
3836,1.34E+10,4.48E+08,0.35253,1.03E+06
3837,1.71E+10,1.61E+08,0.7147,0
3838,1.58E+10,1.53E+08,0.67513,41096
3839,1.56E+10,1.59E+08,0.69677,49873
3840,1.19E+10,1.66E+08,0.67334,3.18E+05
3841,1.54E+10,9.79E+07,0.73566,59303
3842,1.53E+10,1.85E+08,0.67505,64378
3843,1.15E+10,9.17E+07,0.73228,3.70E+05
3844,1.71E+10,9.47E+07,0.62529,0
3845,1.58E+10,9.89E+07,0.62971,40989
3846,1.57E+10,4.14E+07,0.70856,46755
3847,1.16E+10,3.22E+07,0.69634,3.51E+05
3848,1.50E+10,6.04E+07,0.60274,72582
3849,1.50E+10,5.62E+07,0.63633,76689
3850,1.11E+10,9.28E+07,0.70173,4.34E+05
3851,1.75E+10,1.10E+08,0.62244,0
3852,1.66E+10,4.32E+07,0.71907,19746
3853,1.42E+10,4.54E+07,0.70667,95888
3854,1.08E+10,2.32E+08,0.67735,3.71E+05
3855,1.61E+10,1.26E+08,0.60609,33469
3856,1.33E+10,9.82E+07,0.67996,1.37E+05
3857,9.83E+09,2.71E+07,0.69181,5.50E+05
3858,1.71E+10,4.09E+07,0.69303,0
3859,1.58E+10,9.37E+07,0.6974,40830
3860,1.56E+10,5.81E+07,0.59375,52061
3861,1.11E+10,1.30E+08,0.67621,4.15E+05
3862,1.50E+10,1.06E+08,0.67678,72279
3863,1.49E+10,9.95E+07,0.70475,81943
3864,1.15E+10,3.49E+07,0.71624,3.73E+05
3865,5.88E+10,4.28E+09,0.28214,0
3866,4.81E+10,2.96E+09,0.25757,89132
3867,4.42E+10,3.12E+09,0.27271,1.35E+05
3868,1.81E+10,2.85E+09,0.25397,1.27E+06
3869,4.64E+10,2.50E+09,0.23786,1.08E+05
3870,4.28E+10,3.04E+09,0.2518,1.55E+05
3871,1.62E+10,3.03E+09,0.24727,1.62E+06
3872,5.88E+10,3.02E+06,0.16601,0
3873,5.17E+10,45000,0.17077,55054
3874,4.71E+10,3.83E+07,0.19841,1.00E+05
3875,2.11E+10,1.77E+07,0.16274,9.41E+05
3876,5.09E+10,2.32E+07,0.18764,61811
3877,4.69E+10,6.36E+07,0.18856,1.04E+05
3878,2.08E+10,1.22E+06,0.20634,9.86E+05
3879,6.01E+10,3.96E+07,0.16002,0
3880,5.50E+10,1.41E+07,0.17613,27470
3881,3.75E+10,2.84E+05,0.15291,1.88E+05
3882,1.83E+10,68623,0.16791,9.71E+05
3883,5.48E+10,53854,0.18598,28995
3884,3.61E+10,1.06E+07,0.17425,2.10E+05
3885,1.72E+10,61310,0.16972,1.11E+06
3886,5.88E+10,1.09E+05,0.17077,0
3887,5.18E+10,46639,0.14582,54210
3888,4.75E+10,45278,0.16312,95733
3889,2.11E+10,43769,0.17758,9.44E+05
3890,5.09E+10,9.38E+06,0.17846,61892
3891,4.59E+10,1.35E+07,0.17389,1.15E+05
3892,2.04E+10,9.49E+06,0.20218,1.02E+06
3893,3.38E+10,1.05E+09,0.53168,0
3894,3.02E+10,1.26E+09,0.42837,50228
3895,2.87E+10,1.50E+09,0.41399,77198
3896,1.61E+10,1.10E+09,0.53451,6.50E+05
3897,2.74E+10,1.31E+09,0.42447,1.03E+05
3898,2.61E+10,1.27E+09,0.50077,1.34E+05
3899,1.34E+10,8.14E+08,0.53095,1.04E+06
