date,motion,turnout,ayes,noes,abstentions,Speaker1,Speaker2,Speaker3,Speaker4,Speaker5,Speaker6,Speaker7,Speaker8,,searchable,,year,lent_turnout,easter_turnout,off-term_turnout,michaelmas_turnout,lent_count,easter_count,off-term_count,michaelmas_count
10/8/98,THBT Money Can Buy You Happiness,1043,130,543,370,Gareth Weetman,Elliot Bromley,Martin Hancock,Ian McKaskill,Keith Chegwin,Krisa Akabuzi,Gavin Hurley,Bobby Webster,,THBT Money Can Buy You Happiness Gareth Weetman Elliot Bromley Martin Hancock Ian McKaskill Keith Chegwin Krisa Akabuzi Gavin Hurley Bobby Webster,,,,,,,,,,
6/9/98,THBT the Female of the Species is Deadlier than the Male,93,42,18,33,Rachel Dustin,Robert Meckley,George Bevis,Tiffany,Gelen Gibson,Gareth Weetman,,,,THBT the Female of the Species is Deadlier than the Male Rachel Dustin Robert Meckley George Bevis Tiffany Gelen Gibson Gareth Weetman  ,,,,,,,,,,
5/7/98,THBT Staying in is the New Coming Out,68,16,37,15,Stephen Pitel,Thomas Dixon,Rosalind Mitchell,John Lyttle,Mark Simpson,Peter Tatchell,,,,THBT Staying in is the New Coming Out Stephen Pitel Thomas Dixon Rosalind Mitchell John Lyttle Mark Simpson Peter Tatchell  ,,,,,,,,,,
4/30/98,THW Anaesthetise the Spin Doctor,106,50,45,11,Peter Rutland,George Bevis,Bruce Anderson,Jonathan Haskim,David Mitchie,Michael Brunson,Max Clifford,Vicky Perkins,,THW Anaesthetise the Spin Doctor Peter Rutland George Bevis Bruce Anderson Jonathan Haskim David Mitchie Michael Brunson Max Clifford Vicky Perkins,,,,,,,,,,
3/12/98,"THBT the Better a Sportsman's Performance on the Pitch, the Easier He'll Find it To Score",119,63,16,40,Sarah Raine,Gareth Westman,Brian Moore,Peter Stringfellow,Alex Deane,TomDixon,,,,"THBT the Better a Sportsman's Performance on the Pitch, the Easier He'll Find it To Score Sarah Raine Gareth Westman Brian Moore Peter Stringfellow Alex Deane TomDixon  ",,,,,,,,,,
3/5/98,THBT Feminism is Corrupting the Family,172,19,116,37,Angela Cowan,Mary Riddell,Liz Lamgaki,Rosie Barnes,Bobby Webster,Germaine Greer,,,,THBT Feminism is Corrupting the Family Angela Cowan Mary Riddell Liz Lamgaki Rosie Barnes Bobby Webster Germaine Greer  ,,,,,,,,,,
2/26/98,THW Prefer the Security of the Cold War to the Uncertainties of the New World Order (Schools),154,23,97,34,William Rollason,Melanie Marshall,Barton,Heather Grieg-Smith,Michal Birshan,Ewan Smith,Ben Morgan,Stuart Hudsono,,THW Prefer the Security of the Cold War to the Uncertainties of the New World Order (Schools) William Rollason Melanie Marshall Barton Heather Grieg-Smith Michal Birshan Ewan Smith Ben Morgan Stuart Hudsono,,,,,,,,,,
2/12/98,THW Not Send Its Children to Public Schools,129,37,72,20,Jessica Mauce,Vicky Perkins,George Walden,John Rae,Robert Mackley,Patricia Metnam,,,,THW Not Send Its Children to Public Schools Jessica Mauce Vicky Perkins George Walden John Rae Robert Mackley Patricia Metnam  ,,,,,,,,,,
2/5/98,THBT Space Should be Left to the Aliens,93,20,64,9,James Acton,Marc Hoffman,Herman Bordi,Peter Williams,Simon Jenkins,Jack Cohen,,,,THBT Space Should be Left to the Aliens James Acton Marc Hoffman Herman Bordi Peter Williams Simon Jenkins Jack Cohen  ,,,,,,,,,,
1/29/98,THBT a State Religion Infringes Civil Liberties,134,39,68,27,Jim Viles,Alex Deane,George Austin,Michael Turnbull,Robert Atkins,G Polkingham,,,,THBT a State Religion Infringes Civil Liberties Jim Viles Alex Deane George Austin Michael Turnbull Robert Atkins G Polkingham  ,,,,,,,,,,
1/15/98,THBT Unbridled Economic Expansion is Destroying Our Future,187,133,36,18,Andrew Hammond,Elliot Bromley,Mike Woodin,Nigel Wicks,Tory Juniper,Madsen Pirie,,,,THBT Unbridled Economic Expansion is Destroying Our Future Andrew Hammond Elliot Bromley Mike Woodin Nigel Wicks Tory Juniper Madsen Pirie  ,,,,,,,,,,
11/27/97,THBT Modern Science is Out of Control,166,40,113,13,Henry Wolff,George Bevis,Hugh Montefiore,Max Perutz,Douglas Parr,Peter Hawkin,,,,THBT Modern Science is Out of Control Henry Wolff George Bevis Hugh Montefiore Max Perutz Douglas Parr Peter Hawkin  ,,,,,,,,,,
11/20/97,TH Demands Absolute Equality for Gays and Lesbians,80,32,17,31,George Bevis,Nishi Dolakia,Anthony Walker,Benjamin Bolger,Michael Bailey,,,,,TH Demands Absolute Equality for Gays and Lesbians George Bevis Nishi Dolakia Anthony Walker Benjamin Bolger Michael Bailey   ,,,,,,,,,,
11/13/97,TH is Afraid of EMU,802,248,533,21,Alex Hater,Francis Cameron,Teddy Taylor,Nicholas Scott,Bobby Webster,Tommy Donner,Norman Lamont,Kenneth Clarke,,TH is Afraid of EMU Alex Hater Francis Cameron Teddy Taylor Nicholas Scott Bobby Webster Tommy Donner Norman Lamont Kenneth Clarke,,,,,,,,,,
11/12/97,THW Sell Its Soul to the City,160,54,96,10,Rachel Durkin,Naomi Blythe,Nicola Horlick,Philip Soames,John Foulds,John Mills,Judith Mayhew,Will Hutton,,THW Sell Its Soul to the City Rachel Durkin Naomi Blythe Nicola Horlick Philip Soames John Foulds John Mills Judith Mayhew Will Hutton,,,,,,,,,,
11/6/97,TH Fears an Over-Mighty Judiciary,181,52,106,23,Andrew Hammond,Ming Lee Huis,Lord Justice Monroe,Michael Beloff QC,Bobby Webster,Prof Anthony Bradley,Anthony Scrivener,Lord Justice Seliemann,,TH Fears an Over-Mighty Judiciary Andrew Hammond Ming Lee Huis Lord Justice Monroe Michael Beloff QC Bobby Webster Prof Anthony Bradley Anthony Scrivener Lord Justice Seliemann,,,,,,,,,,
10/30/97,TH has No Confidence in Her Majesty's Government,238,94,120,24,James Helier,Ben Ferrett,Alan Duncan,Ian Corfield,Tim Collins,Paul Richards,David Senior,Derek Praper,,TH has No Confidence in Her Majesty's Government James Helier Ben Ferrett Alan Duncan Ian Corfield Tim Collins Paul Richards David Senior Derek Praper,,,,,,,,,,
10/16/97,THBT the Cuts in Higher Education Funding Must be Avoided at All Costs,69,23,46,0,Iain Dunlop,Tony Higgins,Andy Harrop,Trevor Sather,Matt Richards,Phil Soamers,,,,THBT the Cuts in Higher Education Funding Must be Avoided at All Costs Iain Dunlop Tony Higgins Andy Harrop Trevor Sather Matt Richards Phil Soamers  ,,,,,,,,,,
5/12/97,THW Check Before it Mates,120,39,36,45,Jonathan Shapiro,Benet Brandreth,Derrick Evans,Sir Clement Freud,Paul McDermott,Richard Walker,,,,THW Check Before it Mates Jonathan Shapiro Benet Brandreth Derrick Evans Sir Clement Freud Paul McDermott Richard Walker  ,,,,,,,,,,
5/7/97,"THBT Chancellor Kohl is Succeeding Where Napoleon, Bismarck and Hitler Failed",109,34,51,24,Tim Viles,Michael Tindale,Dr Martin Holmes,Edward Pearce,Sir Richard Body,Michael Welsh,Paul von Meltzaha,David Rennies,,"THBT Chancellor Kohl is Succeeding Where Napoleon, Bismarck and Hitler Failed Tim Viles Michael Tindale Dr Martin Holmes Edward Pearce Sir Richard Body Michael Welsh Paul von Meltzaha David Rennies",,,,,,,,,,
4/24/97,THW Never Have Too Much of a Good Thing,261,131,130,0,Andrew Kidd,Paul McDermott,Froydis Cameron,Simon Fanshawe,Benet Brandreth,Gareth Weetman,,,,THW Never Have Too Much of a Good Thing Andrew Kidd Paul McDermott Froydis Cameron Simon Fanshawe Benet Brandreth Gareth Weetman  ,,,,,,,,,,
3/14/97,THBT Nothing Matters Very Much and Most Things Matter Not At All,210,156,42,12,Andrew Leck,Adam Branley,Richard Walker,Helen Grace,Brian Cant,Benet Brandreth,,,,THBT Nothing Matters Very Much and Most Things Matter Not At All Andrew Leck Adam Branley Richard Walker Helen Grace Brian Cant Benet Brandreth  ,,,,,,,,,,
3/7/97,THBT New Labour Presents New Danger,159,86,58,15,Susie Currie,Richard Walker,David Platt,Becky Allen,Boris Johnson,Peter Shale,John Gummer,Richard Chambers,,THBT New Labour Presents New Danger Susie Currie Richard Walker David Platt Becky Allen Boris Johnson Peter Shale John Gummer Richard Chambers,,,,,,,,,,
2/27/97,THBT the Monarchy Has No Role in Modern Society (Schools),117,47,47,23,Jonathan Rollason,Jennifer Rushmore,William Rollason,Melanie Marshall,Peter English,Stuart Hudson,Aaron Bell,Ewan Smith,,THBT the Monarchy Has No Role in Modern Society (Schools) Jonathan Rollason Jennifer Rushmore William Rollason Melanie Marshall Peter English Stuart Hudson Aaron Bell Ewan Smith,,,,,,,,,,
2/20/97,THBT Unfettered Free Trade is ini the Interests of the Third World,185,41,111,33,Tim Viles,Giles Wheeler,Madsen Pirie,Jacqui MacDonald,ITim Congdon,Malcolm Harper,Alan Walters,Barry Coates,,THBT Unfettered Free Trade is ini the Interests of the Third World Tim Viles Giles Wheeler Madsen Pirie Jacqui MacDonald ITim Congdon Malcolm Harper Alan Walters Barry Coates,,,,,,,,,,
2/12/97,THW Reintroduce the Death Penalty,97,35,44,18,Tim Viles,Daniel Wilde,Richard Paneda,Chris Tine,Angela Ellis Jones,Richard Walker,David Hines,Jan Ariens,,THW Reintroduce the Death Penalty Tim Viles Daniel Wilde Richard Paneda Chris Tine Angela Ellis Jones Richard Walker David Hines Jan Ariens,,,,,,,,,,
2/6/97,THBT the Best Hope for Peace in the Middle East Lies in the Immediate Establishment of an Independent Palestinian State,109,31,29,49,Nicola Abery,Andrew Hammond,Nick Guyatt,Greville Janner QC MP,Michael Elkins,Gerald Steinberg,,,,THBT the Best Hope for Peace in the Middle East Lies in the Immediate Establishment of an Independent Palestinian State Nicola Abery Andrew Hammond Nick Guyatt Greville Janner QC MP Michael Elkins Gerald Steinberg  ,,,,,,,,,,
1/21/97,THBT a Ban on Hunting Will Not Help the Fox,162,111,31,20,James Pavey,Froydis Cameron,Janet George,John Bryant,Jim Barrington,James Ferguson,John McCririck,Clifford Pellow,,THBT a Ban on Hunting Will Not Help the Fox James Pavey Froydis Cameron Janet George John Bryant Jim Barrington James Ferguson John McCririck Clifford Pellow,,,,,,,,,,
1/15/97,"THW Lie Back, Close Its Eyes and Think of England",363,137,138,88,Tom Braithwaite,Tom Dixon,Adam Bromley,Jasmine Birtles,Peter Stringfellow,Julian Lloyd,,,,"THW Lie Back, Close Its Eyes and Think of England Tom Braithwaite Tom Dixon Adam Bromley Jasmine Birtles Peter Stringfellow Julian Lloyd  ",,,,,,,,,,
1/13/97,THBT the History of the Twentieth Century Disproves the Existence of a Loving and Personal God,169,37,101,31,Michael Tindale,Hannah Reynolds,Barbara Smoker,Johnnie Glennie,Daniel O'Hara,Geoffrey Rowell,Hesman Bundi,Shmuel Boteach,,THBT the History of the Twentieth Century Disproves the Existence of a Loving and Personal God Michael Tindale Hannah Reynolds Barbara Smoker Johnnie Glennie Daniel O'Hara Geoffrey Rowell Hesman Bundi Shmuel Boteach,,,,,,,,,,
11/21/96,THW Legalise Illegal Drugs,268,59,177,32,Jonathan Shapiro,Severin Herbert,Eddie Ellison,Paula Hamilton,Adam Bromley,Paul Betts,Janet Betts,Richard Stokeson,,THW Legalise Illegal Drugs Jonathan Shapiro Severin Herbert Eddie Ellison Paula Hamilton Adam Bromley Paul Betts Janet Betts Richard Stokeson,,,,,,,,,,
11/14/96,THBT the Law is Incompatible with Justice,185,37,104,44,Patrick Armstrong,Gareth Weetman,David Rose,Chstopher Sallon QC,Sara Thornton,Anthony Scrivener,,,,THBT the Law is Incompatible with Justice Patrick Armstrong Gareth Weetman David Rose Chstopher Sallon QC Sara Thornton Anthony Scrivener  ,,,,,,,,,,
11/7/96,THBT the Best Hope for Peace in Northern Ireland is Talks Without Preconditions,240,82,111,47,Sarah Raine,Sam Green,Kevin McNamara,Brendan O'Leary,Mitchell McLaughlin,Colin Parry,Brian Kennelly,Paul McDermott,,THBT the Best Hope for Peace in Northern Ireland is Talks Without Preconditions Sarah Raine Sam Green Kevin McNamara Brendan O'Leary Mitchell McLaughlin Colin Parry Brian Kennelly Paul McDermott,,,,,,,,,,
11/1/96,TH has No Confidence in Her Majesty's Government,245,162,62,21,Andrew Leek,Duncan Reed,Paul Boatery,John Bitten,Emma Nicholson,James Pawsey,,,,TH has No Confidence in Her Majesty's Government Andrew Leek Duncan Reed Paul Boatery John Bitten Emma Nicholson James Pawsey  ,,,,,,,,,,
10/24/96,THBT Media Violence is Irresponsible,106,55,34,17,Giles Wheeler,Jonathan Miller,Niall Patterson,Joanna Bogle,Tim Viles,Magi Clarke,Jim Bagley,,,THBT Media Violence is Irresponsible Giles Wheeler Jonathan Miller Niall Patterson Joanna Bogle Tim Viles Magi Clarke Jim Bagley ,,,,,,,,,,
10/10/96,THW Dress for Success,731,155,553,23,Froydis Cameron,Marc Weisberger,Tara Palmer-Tomkinson,Jeff Banks,Greg Proops,Mark Little,,,,THW Dress for Success Froydis Cameron Marc Weisberger Tara Palmer-Tomkinson Jeff Banks Greg Proops Mark Little  ,,,,,,,,,,
6/12/96,THW Rebel Without a Cause,147,55,61,31,A Cannon,B Brandreth,Marina Baker,Tony Marlon,Gareth Weetman,Greville Janner,,,,THW Rebel Without a Cause A Cannon B Brandreth Marina Baker Tony Marlon Gareth Weetman Greville Janner  ,,,,,,,,,,
5/15/96,THBT the True English Gentleman is a Misogynist Dinosaur,164,60,79,25,Lucy Barber,Pia Enoizi,Eva Lewis,Tim Viles,Jim Murphy,Desmond Llewelyn,,,,THBT the True English Gentleman is a Misogynist Dinosaur Lucy Barber Pia Enoizi Eva Lewis Tim Viles Jim Murphy Desmond Llewelyn  ,,,,,,,,,,
5/7/96,THW Allow Gays and Lesbians to Fight in the Armed Forces,77,54,10,13,Calvin Teo,Tim Viles,Edmund Hall,Mahnaz Malih,Duncan Lustig-Preen,Michael Tindale,,,,THW Allow Gays and Lesbians to Fight in the Armed Forces Calvin Teo Tim Viles Edmund Hall Mahnaz Malih Duncan Lustig-Preen Michael Tindale  ,,,,,,,,,,
5/6/96,THBT One of Us Should Go (Comedy),166,154,11,1,Richard Walker,Tim Sutton,Gareth Weetman,Benet Brandreth,Joe Feverstein,David Mitchell,,,,THBT One of Us Should Go (Comedy) Richard Walker Tim Sutton Gareth Weetman Benet Brandreth Joe Feverstein David Mitchell  ,,,,,,,,,,
4/30/96,THBT the Nuclear Deterrent is a Myth,65,23,37,5,Richard Walker,Julian Ball,Bruce Kent,Christopher Greenwood,Tom Dalyell,David Sumberg,,,,THBT the Nuclear Deterrent is a Myth Richard Walker Julian Ball Bruce Kent Christopher Greenwood Tom Dalyell David Sumberg  ,,,,,,,,,,
4/25/96,THBT Pornography is Harmless,220,114,51,55,Margaret Godsave,Inca Waddell,Marina Baker,James Bogle,Zak Jane Keir,Lord Longford,,,,THBT Pornography is Harmless Margaret Godsave Inca Waddell Marina Baker James Bogle Zak Jane Keir Lord Longford  ,,,,,,,,,,
3/14/96,TH Has Become the People Its Parents Warned it Against,144,55,68,21,Nicholas Chadrath,Alastair Endersby,Steve Cram,John Craven,Gareth Weetman,Benet Brandreth,,,,TH Has Become the People Its Parents Warned it Against Nicholas Chadrath Alastair Endersby Steve Cram John Craven Gareth Weetman Benet Brandreth  ,,,,,,,,,,
3/8/96,THBT The Mother of All Parliaments Belongs in Brussels,79,26,40,13,Tom Braithwaite,Mike Tindale,Wayne David,Alan Sked,Peter Crampton,Sir Rhodes Boyson,,,,THBT The Mother of All Parliaments Belongs in Brussels Tom Braithwaite Mike Tindale Wayne David Alan Sked Peter Crampton Sir Rhodes Boyson  ,,,,,,,,,,
2/29/96,TH Prefers Brain to Brawn (Schools),107,50,44,13,Spencer Steadman,Niall Paterson,Emil Fortune,Iain Rutherford,Dominic Brisby,Michael Birsham,Hamish Badenoch,Elliot Bromley,,TH Prefers Brain to Brawn (Schools) Spencer Steadman Niall Paterson Emil Fortune Iain Rutherford Dominic Brisby Michael Birsham Hamish Badenoch Elliot Bromley,,,,,,,,,,
2/28/96,THBT a Drink Before and a Cigarette Afterwards are the Three Best Things in Life,301,122,150,29,Lance Anisfield,Gareth Weetman,Father Johnson,James Whale,Benet Brandreth,Danny John-Jules,,,,THBT a Drink Before and a Cigarette Afterwards are the Three Best Things in Life Lance Anisfield Gareth Weetman Father Johnson James Whale Benet Brandreth Danny John-Jules  ,,,,,,,,,,
2/22/96,THBT Britain Needs Revolution,49,27,15,7,Ben Jackson,Andrew Leek,Dafydd Wigley,Alistair Chapman,Jimmy Knapp,Adam Bramley,,,,THBT Britain Needs Revolution Ben Jackson Andrew Leek Dafydd Wigley Alistair Chapman Jimmy Knapp Adam Bramley  ,,,,,,,,,,
2/13/96,TH has No Confidence in Her Majesty's Government's Treatment of Women,56,33,11,12,Froydis Cameron,Pia Enoizi,Alan Titchmarsh,Theresa May,Baroness Castle,George Reid,,,,TH has No Confidence in Her Majesty's Government's Treatment of Women Froydis Cameron Pia Enoizi Alan Titchmarsh Theresa May Baroness Castle George Reid  ,,,,,,,,,,
2/8/96,THBT It Ain't Grim Up North,63,44,11,8,Richard Walker,Joe Feverstein,Giles Wheeler,Raphael Smith,Arthurt Smith,Nicholas O'Shaugnessy,,,,THBT It Ain't Grim Up North Richard Walker Joe Feverstein Giles Wheeler Raphael Smith Arthurt Smith Nicholas O'Shaugnessy  ,,,,,,,,,,
2/2/96,THBT Packaging Has Become More Important Than Politics,64,33,25,6,Eve Landrum,Wenyn Ho,Aamy Greenway,Benet Brandreth,Tim Yeo,David Willetts,,,,THBT Packaging Has Become More Important Than Politics Eve Landrum Wenyn Ho Aamy Greenway Benet Brandreth Tim Yeo David Willetts  ,,,,,,,,,,
1/22/96,"THBT Jesus Christ Rose from the Dead, and the Tomb Was Empty",156,87,42,27,Gillian Vallance,Andrew Kidd,Clive Calver,David O'Hara,Peter Kirby,Barbara Smoker,,,,"THBT Jesus Christ Rose from the Dead, and the Tomb Was Empty Gillian Vallance Andrew Kidd Clive Calver David O'Hara Peter Kirby Barbara Smoker  ",,,,,,,,,,
12/28/95,THBT There is No Point Seeing the Top Unless You Go Over It,116,83,33,0,David Brance,Johnny Ball,Graham Stewart,Christie Davies,Julian Ball,Fred Housego,,,,THBT There is No Point Seeing the Top Unless You Go Over It David Brance Johnny Ball Graham Stewart Christie Davies Julian Ball Fred Housego  ,,,,,,,,,,
11/22/95,THBT the West Cannot Remain as Guardian to World Affairs,258,51,167,40,Adam Bromley,Gareth Williams,Andrew Kydd,Oliver Greaves,Malcolm Harper,Col Bob Stewart,,,,THBT the West Cannot Remain as Guardian to World Affairs Adam Bromley Gareth Williams Andrew Kydd Oliver Greaves Malcolm Harper Col Bob Stewart  ,,,,,,,,,,
11/14/95,THBT There is No Such Thing as Judicial Independence,101,44,39,18,Kim Dietzel,Monty Raphael,Brian Kennelly,Anthony Scrivener,Peter Herbert,Peter Carter-Ruck,,,,THBT There is No Such Thing as Judicial Independence Kim Dietzel Monty Raphael Brian Kennelly Anthony Scrivener Peter Herbert Peter Carter-Ruck  ,,,,,,,,,,
11/9/95,TH Supports Voluntary Euthanasia,203,122,53,28,Bobbie Penn,Andrew Joyce-Gibbons,Martin McElwee,A P Cole,Michael Irwin,Peter Millard,Colin Brewer,Peggy Norris,,TH Supports Voluntary Euthanasia Bobbie Penn Andrew Joyce-Gibbons Martin McElwee A P Cole Michael Irwin Peter Millard Colin Brewer Peggy Norris,,,,,,,,,,
11/3/95,THBT Politics is an Honorable Profession,155,70,63,22,Stephen Carter,Adam Cannon,Howard Flight,Tan Braithwaite,John Biffen,Edward Pearce,,,,THBT Politics is an Honorable Profession Stephen Carter Adam Cannon Howard Flight Tan Braithwaite John Biffen Edward Pearce  ,,,,,,,,,,
10/31/95,THW Fight for Queen and Country,149,87,37,25,Duncan Reed,Gavin Pope,Gillian Vallance,Diane Francis,Sir Hugh Beach,Andrew Clark,,,,THW Fight for Queen and Country Duncan Reed Gavin Pope Gillian Vallance Diane Francis Sir Hugh Beach Andrew Clark  ,,,,,,,,,,
10/27/95,TH Has No Confidence in Her Majesty's Government,371,194,129,48,Ben Jackson,Colin Farmer,Anthony Painter,Michael Tindale,Mo Mowlam,Ann Widdecombe,,,,TH Has No Confidence in Her Majesty's Government Ben Jackson Colin Farmer Anthony Painter Michael Tindale Mo Mowlam Ann Widdecombe  ,,,,,,,,,,
10/20/95,TH Fears the Rise of Radical Islam,394,252,84,58,Andrew Leek,Adam Bromley,Edward Wild,Benet Brandreth,Alfred Sherman,Zandar Bangash,Robert Wistrich,Omar Bakri Mohammed,,TH Fears the Rise of Radical Islam Andrew Leek Adam Bromley Edward Wild Benet Brandreth Alfred Sherman Zandar Bangash Robert Wistrich Omar Bakri Mohammed,,,,,,,,,,
10/12/95,TH is Not Ready for the Freedom of Cyberspace,90,12,53,25,Chris Watts,Steve Baxter,Calvin Ter,Peter Bondar,Professor Harold Thimbleby,Gareth Jones,,,,TH is Not Ready for the Freedom of Cyberspace Chris Watts Steve Baxter Calvin Ter Peter Bondar Professor Harold Thimbleby Gareth Jones  ,,,,,,,,,,
10/10/95,THW Rather Report the News Than Make It,344,152,144,48,Tom Braithwaite,Nick Boys Smith,Jonh Simpson,Jim Begley,Antonia de Sanche,Julian Ball,Edward Stourton,Max Clifford,,THW Rather Report the News Than Make It Tom Braithwaite Nick Boys Smith Jonh Simpson Jim Begley Antonia de Sanche Julian Ball Edward Stourton Max Clifford,,,,,,,,,,
10/6/95,THB the Oxbridge Conspiracy to Be a Myth,210,95,84,31,Inca Waddell,Brian Kennelly,Nicholas O'Shaugnessy,Jon Adkin,Gavin MacColl,Walker Ellis,,,,THB the Oxbridge Conspiracy to Be a Myth Inca Waddell Brian Kennelly Nicholas O'Shaugnessy Jon Adkin Gavin MacColl Walker Ellis  ,,,,,,,,,,
6/15/95,THBT Girls Seldom Make Passes at Guys Who Wear Glasses,190,74,82,34,Nicholas Boys Smith,Richard Cellini,Peter Stringfellow,Sir Tim Rice,Kit Hesketh Harvey,Father David Johnson,,,,THBT Girls Seldom Make Passes at Guys Who Wear Glasses Nicholas Boys Smith Richard Cellini Peter Stringfellow Sir Tim Rice Kit Hesketh Harvey Father David Johnson  ,,,,,,,,,,
5/16/95,THW Stamp on the Rich,121,48,61,12,Ben Jackson,Tom Leverett,Trevor Satner,Charles Moore,Chris Harman,Viscount Falkland,Tommy Sheridan,Lord Kingsale,,THW Stamp on the Rich Ben Jackson Tom Leverett Trevor Satner Charles Moore Chris Harman Viscount Falkland Tommy Sheridan Lord Kingsale,,,,,,,,,,
5/2/95,TH Says Yes to European Union,345,116,205,24,Diana Torres,Graham Stewart,Anthony Painter,Teddy Taylor,Bill Cousens,Iain Duncan-Smith,Charles Gatside,Tim Malville-Ross,,TH Says Yes to European Union Diana Torres Graham Stewart Anthony Painter Teddy Taylor Bill Cousens Iain Duncan-Smith Charles Gatside Tim Malville-Ross,,,,,,,,,,
3/8/95,THBT It's Nice to Be Important but More Important to be Nice,482,314,154,14,Bobbie Penn,Greg Proops,Graham Stewart,Richard Wilson,Floella Benjamin,Simon Fanshawe,,,,THBT It's Nice to Be Important but More Important to be Nice Bobbie Penn Greg Proops Graham Stewart Richard Wilson Floella Benjamin Simon Fanshawe  ,,,,,,,,,,
