Design,Cost,Utility to Science,Failed Downtime,Servicing Margin
532,0.285375571,0.195354474,0.089339151,0.304396525
533,0.149553838,0.169986913,0.249000199,0.390162175
534,0.149958972,0.23771698,0.255916246,0.31846804
535,0.639735012,0.702465717,0.072380565,0.140696328
536,0.151395959,0.218091182,0.219893277,0.294777068
537,0.371991564,0.253530857,0.045319425,0.282126822
538,0.371458463,0.303561044,0.04702911,0.432282597
539,0.266350144,0.215556815,0.088520641,0.359280141
540,0.118423191,0.054798029,0.052189574,0.734881357
541,0.517295518,0.013064414,0.092903496,0.122963395
542,0.523209625,0.01507559,0.091260967,0.062818256
543,0.376239592,0.245359365,0.042507952,0.345048615
544,0.268789118,0.173975047,0.084667863,0.383065237
545,0.373609657,0.152386279,0.04310105,0.286080024
546,0.753311739,0.030367472,0.038309746,0.124026995
547,0.427186563,0.262415492,0.026447191,0.434720405
548,0.106736623,0.55932921,0.66205478,0.22409947
549,0.504340628,0.665581164,0.093852496,0.175945709
550,0.06554771,0.206812781,0.446479342,0.623636381
551,0.091423558,0.299408081,0.333392545,0.488803968
552,0.072272959,0.284008695,0.41360509,0.538962567
553,0,0.004282202,0.357303055,0.818359798
554,0.141709685,0.551694517,0.493964894,0.228965673
555,0.49264688,0.567529729,0.094624263,0.174166769
556,0.113379984,0.515036129,0.615132648,0.270944909
557,0.425240674,0.016081627,0.102557507,0.117767759
558,0.691447818,0.016171427,0.039580174,0.06334535
559,0.111434781,0.279383,0.264904314,0.600688987
560,0.256620172,0.280444177,0.082040547,0.498696385
561,0.383434153,0.269494653,0.026447191,0.405466713
562,0.396075041,0.208113113,0.026447191,0.350056004
563,0.034940588,0.116575186,0.497104337,0.368570165
564,0.182186503,0.22718204,0.118148358,0.36527583
565,0.021848624,0.076144125,0.627454988,0.440650208
566,0.070314053,0.018373853,0.078733466,0.818359798
567,0.063541699,0.024961116,0.087882125,0.722494658
568,0.898457221,0.930939127,0.026447191,0.23412366
569,0.919067136,0.0151293,0.026447191,0.076259142
570,0.195078676,0.659670135,0.491405839,0.283849289
571,0.159217146,0.686054973,0.619479452,0.195787017
572,0.160879233,0.036378339,0.026447191,0.760708941
573,0.841651626,0.965540886,0.026447191,0.196963565
574,0.666600247,0.643340185,0.063413062,0.186158147
575,0.44032939,0.312967149,0.026447191,0.341886054
576,0.235176133,0.220485456,0.10783564,0.351571398
577,0.364905922,0.200306826,0.04695129,0.292668693
578,0.144556466,0.636838036,0.56805751,0.274050996
579,0.096409386,0.25253215,0.321000245,0.556074283
580,0.066399693,0.228668471,0.445988467,0.584311437
581,0.036248171,0.181291916,0.514413406,0.406897396
582,0.009394837,0.023457631,0.280881329,0.836337453
583,0.068840299,0.288058254,0.433579942,0.504183805
584,0.043673556,0.147075621,0.463694368,0.416055646
585,0.021761453,0.023361219,0.213653843,0.821324699
586,0.524527248,0.697974516,0.08338762,0.182939111
587,0.160347116,0.528209099,0.44343742,0.283039824
588,0.40781105,0.00817269,0.110503729,0.116421788
589,0.038803997,0.169092319,0.473979504,0.462788137
590,0.035479592,0.011405153,0.152546201,0.848168821
591,0.159805399,0.059822174,0.026447191,0.706088872
592,0.783911229,0.031983944,0.03853771,0.075600275
593,0.159823475,0.054567002,0.026447191,0.757282833
594,0.157110131,0.050311154,0.026447191,0.656146758
595,0.549339981,0.675419321,0.085598792,0.303116441
596,0.481018802,4.88E-06,0.093798143,0.099705392
597,0.741182378,0.000126028,0.039421515,0.103668006
598,0.24129251,0.122664933,0.090205107,0.399527498
599,0.346593488,0.110633695,0.047374947,0.36507817
600,0.532188365,0.618035686,0.079725728,0.232815338
601,0.233519465,0.634277429,0.284835239,0.235639054
602,0.436226749,0.023724222,0.097313443,0.107018815
603,0.703682015,0.000388978,0.038682891,0.115264064
604,0.157015144,0.220129046,0.184688473,0.542360438
605,0.082691713,0.021402692,0.066326558,0.795035908
606,0.21502513,0.574435707,0.31308036,0.304660072
607,0.388034748,0.335211454,0.026447191,0.448754271
608,0.226439855,0.14101008,0.086878088,0.329301695
609,0.3236299,0.180240821,0.047125665,0.421740726
610,0.075747244,0.03573078,0.073728054,0.78568941
611,0.536363798,0.540941543,0.075499224,0.263885621
612,0.23061692,0.523475285,0.279390619,0.301224551
613,0.211294261,0.548843631,0.314574987,0.287755429
614,0.439289916,0.009049741,0.09340209,0.102303211
615,0.447850041,4.02E-06,0.090137815,0.074611974
616,0.30601639,0.309446516,0.053535331,0.525907589
617,0.161131835,0.24296805,0.168120757,0.523883926
618,0.14964448,0.195915513,0.187881403,0.529512533
619,0.330165372,0.169130191,0.043811259,0.405269053
620,0.217793362,0.119340728,0.08886661,0.310580462
621,0.32124151,0.159697331,0.04608213,0.370414992
622,0.205019146,0.117043784,0.096584204,0.394943667
623,0.092650577,0.017395799,0.054347647,0.760690116
624,0.114878659,0.02706301,0.038269366,0.802349331
625,0.077658847,0.015512564,0.068906183,0.747992809
626,0.704559642,0.658032161,0.066487333,0.265288066
627,0.330073583,0.560970359,0.278685018,0.236956788
628,0.293037079,0.171006366,0.087292773,0.349255951
629,0.330306572,0.574412742,0.257580758,0.176491628
630,0.291924417,0.692326579,0.28922569,0.230914037
631,0.528927643,0.018812089,0.089860666,0.03946613
632,0.26689645,0.211476391,0.087068149,0.251160076
